idx,ability,base_correct,tuned_correct
195,High-Order False Beliefs (order=0),1,1
196,High-Order False Beliefs (order=4),1,0
197,High-Order False Beliefs (order=4),0,0
198,High-Order False Beliefs (order=4),0,1
199,High-Order False Beliefs (order=3),1,1
200,High-Order False Beliefs (order=2),1,1
201,High-Order False Beliefs (order=3),0,0
202,High-Order False Beliefs (order=2),0,0
203,High-Order False Beliefs (order=1),1,0
204,High-Order False Beliefs (order=3),1,1
205,High-Order False Beliefs (order=4),1,1
206,High-Order False Beliefs (order=2),1,0
207,High-Order False Beliefs (order=2),1,1
208,High-Order False Beliefs (order=3),0,0
209,High-Order False Beliefs (order=3),0,1
210,High-Order False Beliefs (order=3),1,1
211,High-Order False Beliefs (order=0),1,1
212,High-Order False Beliefs (order=3),0,0
213,High-Order False Beliefs (order=0),1,1
214,High-Order False Beliefs (order=2),1,1
215,High-Order False Beliefs (order=2),0,0
216,High-Order False Beliefs (order=0),1,0
217,High-Order False Beliefs (order=4),0,0
218,High-Order False Beliefs (order=0),1,1
219,High-Order False Beliefs (order=2),1,1
220,High-Order False Beliefs (order=4),0,0
221,High-Order False Beliefs (order=0),0,1
222,High-Order False Beliefs (order=2),0,0
223,High-Order False Beliefs (order=2),1,1
224,High-Order False Beliefs (order=2),1,1
225,High-Order False Beliefs (order=0),1,0
226,High-Order False Beliefs (order=4),1,1
227,High-Order False Beliefs (order=1),0,0
228,High-Order False Beliefs (order=3),0,1
229,High-Order False Beliefs (order=2),1,1
230,High-Order False Beliefs (order=4),0,0
231,High-Order False Beliefs (order=2),0,0
232,High-Order False Beliefs (order=3),1,1
233,High-Order False Beliefs (order=2),1,1
234,High-Order False Beliefs (order=1),1,1
235,High-Order False Beliefs (order=4),1,1
236,High-Order False Beliefs (order=3),1,0
237,High-Order False Beliefs (order=4),1,0
238,High-Order False Beliefs (order=4),1,1
239,High-Order False Beliefs (order=4),1,1
240,High-Order False Beliefs (order=3),1,1
241,High-Order False Beliefs (order=2),0,0
242,High-Order False Beliefs (order=2),1,1
243,High-Order False Beliefs (order=0),1,1
244,High-Order False Beliefs (order=4),0,0
245,High-Order False Beliefs (order=2),1,1
246,High-Order False Beliefs (order=3),1,1
247,High-Order False Beliefs (order=3),0,0
248,High-Order False Beliefs (order=2),1,1
249,High-Order False Beliefs (order=3),1,1
250,High-Order False Beliefs (order=0),1,1
251,High-Order False Beliefs (order=0),0,0
252,High-Order False Beliefs (order=4),1,1
253,High-Order False Beliefs (order=0),1,0
254,High-Order False Beliefs (order=4),0,0
255,High-Order False Beliefs (order=0),1,1
256,High-Order False Beliefs (order=3),1,1
257,High-Order False Beliefs (order=3),1,1
258,High-Order False Beliefs (order=3),0,0
259,High-Order False Beliefs (order=4),1,1
260,High-Order False Beliefs (order=0),1,0
261,High-Order False Beliefs (order=4),0,0
262,High-Order False Beliefs (order=3),1,1
263,High-Order False Beliefs (order=0),1,1
264,High-Order False Beliefs (order=0),0,0
265,High-Order False Beliefs (order=3),0,0
266,High-Order False Beliefs (order=0),1,1
267,High-Order False Beliefs (order=4),0,0
268,High-Order False Beliefs (order=0),1,1
269,High-Order False Beliefs (order=2),1,1
270,High-Order False Beliefs (order=1),1,1
271,High-Order False Beliefs (order=2),0,0
272,High-Order False Beliefs (order=3),0,0
273,High-Order False Beliefs (order=3),0,1
274,High-Order False Beliefs (order=4),0,0
275,High-Order False Beliefs (order=2),1,1
276,High-Order False Beliefs (order=3),0,0
277,High-Order False Beliefs (order=0),1,1
278,High-Order False Beliefs (order=1),0,0
279,High-Order False Beliefs (order=2),1,0
280,High-Order False Beliefs (order=4),1,0
281,High-Order False Beliefs (order=2),0,0
282,High-Order False Beliefs (order=2),0,0
283,High-Order False Beliefs (order=4),1,1
284,High-Order False Beliefs (order=3),0,0
285,High-Order False Beliefs (order=1),0,0
286,High-Order False Beliefs (order=2),1,1
287,High-Order False Beliefs (order=3),0,0
288,High-Order False Beliefs (order=4),1,1
289,High-Order False Beliefs (order=4),0,1
290,High-Order False Beliefs (order=4),0,0
291,High-Order False Beliefs (order=3),1,1
292,High-Order False Beliefs (order=2),1,1
293,High-Order False Beliefs (order=2),1,1
294,High-Order False Beliefs (order=0),1,1
295,High-Order False Beliefs (order=1),0,0
296,High-Order False Beliefs (order=4),1,1
297,High-Order False Beliefs (order=3),1,1
298,High-Order False Beliefs (order=4),0,0
299,High-Order False Beliefs (order=3),1,1
300,High-Order False Beliefs (order=0),1,1
301,High-Order False Beliefs (order=3),1,1
302,High-Order False Beliefs (order=4),1,1
303,High-Order False Beliefs (order=3),1,1
304,High-Order False Beliefs (order=2),1,0
305,High-Order False Beliefs (order=0),1,1
306,High-Order False Beliefs (order=1),0,0
307,High-Order False Beliefs (order=4),1,1
308,High-Order False Beliefs (order=2),0,0
309,High-Order False Beliefs (order=2),0,0
310,High-Order False Beliefs (order=0),1,1
311,High-Order False Beliefs (order=2),1,0
312,High-Order False Beliefs (order=1),0,0
313,High-Order False Beliefs (order=4),1,1
314,High-Order False Beliefs (order=1),1,1
315,High-Order False Beliefs (order=3),1,0
316,High-Order False Beliefs (order=4),1,1
317,High-Order False Beliefs (order=3),0,0
318,High-Order False Beliefs (order=1),1,0
319,High-Order False Beliefs (order=3),0,1
320,High-Order False Beliefs (order=3),1,0
321,High-Order False Beliefs (order=3),1,1
322,High-Order False Beliefs (order=0),1,0
323,High-Order False Beliefs (order=1),1,1
324,High-Order False Beliefs (order=0),1,1
325,High-Order False Beliefs (order=2),0,0
326,High-Order False Beliefs (order=1),0,0
327,High-Order False Beliefs (order=0),1,1
328,High-Order False Beliefs (order=1),0,0
329,High-Order False Beliefs (order=4),1,1
330,High-Order False Beliefs (order=3),0,0
331,High-Order False Beliefs (order=0),1,1
332,High-Order False Beliefs (order=1),1,0
333,High-Order False Beliefs (order=4),1,1
334,High-Order False Beliefs (order=3),1,1
335,High-Order False Beliefs (order=3),1,0
336,High-Order False Beliefs (order=0),0,0
337,High-Order False Beliefs (order=1),0,0
338,High-Order False Beliefs (order=1),1,1
339,High-Order False Beliefs (order=3),0,1
340,High-Order False Beliefs (order=0),1,1
341,High-Order False Beliefs (order=3),1,1
342,High-Order False Beliefs (order=2),0,0
343,High-Order False Beliefs (order=1),1,0
344,High-Order False Beliefs (order=0),1,0
345,High-Order False Beliefs (order=0),1,0
346,High-Order False Beliefs (order=0),0,1
347,High-Order False Beliefs (order=2),1,1
348,High-Order False Beliefs (order=0),1,1
349,High-Order False Beliefs (order=2),1,1
350,High-Order False Beliefs (order=3),1,0
351,High-Order False Beliefs (order=4),1,1
352,High-Order False Beliefs (order=0),0,0
353,High-Order False Beliefs (order=2),0,1
354,High-Order False Beliefs (order=2),1,1
355,High-Order False Beliefs (order=1),1,1
356,High-Order False Beliefs (order=0),1,0
357,High-Order False Beliefs (order=1),0,1
358,High-Order False Beliefs (order=0),1,1
359,High-Order False Beliefs (order=4),1,1
360,High-Order False Beliefs (order=3),1,0
361,High-Order False Beliefs (order=0),1,1
362,High-Order False Beliefs (order=4),0,0
363,High-Order False Beliefs (order=1),1,1
364,High-Order False Beliefs (order=3),1,1
365,High-Order False Beliefs (order=0),1,1
366,High-Order False Beliefs (order=3),0,1
367,High-Order False Beliefs (order=0),0,0
368,High-Order False Beliefs (order=1),1,1
369,High-Order False Beliefs (order=3),1,1
370,High-Order False Beliefs (order=2),0,0
371,High-Order False Beliefs (order=0),1,0
372,High-Order False Beliefs (order=3),1,0
373,High-Order False Beliefs (order=3),1,1
374,High-Order False Beliefs (order=2),1,1
375,High-Order False Beliefs (order=3),0,0
376,High-Order False Beliefs (order=4),0,0
377,High-Order False Beliefs (order=0),1,1
378,High-Order False Beliefs (order=0),0,0
379,High-Order False Beliefs (order=1),1,0
380,High-Order False Beliefs (order=2),1,1
381,High-Order False Beliefs (order=0),0,0
382,High-Order False Beliefs (order=0),0,1
383,High-Order False Beliefs (order=2),1,1
384,High-Order False Beliefs (order=1),0,1
385,High-Order False Beliefs (order=0),1,1
386,High-Order False Beliefs (order=0),0,0
387,High-Order False Beliefs (order=2),0,0
388,High-Order False Beliefs (order=2),1,1
389,High-Order False Beliefs (order=4),1,0
390,High-Order False Beliefs (order=0),1,0
391,High-Order False Beliefs (order=1),1,1
392,High-Order False Beliefs (order=0),0,0
393,High-Order False Beliefs (order=2),0,1
394,High-Order False Beliefs (order=0),1,1
395,High-Order False Beliefs (order=2),0,0
396,High-Order False Beliefs (order=4),0,1
397,High-Order False Beliefs (order=1),1,1
398,High-Order False Beliefs (order=2),1,1
399,High-Order False Beliefs (order=3),1,1
400,High-Order False Beliefs (order=3),0,0
401,High-Order False Beliefs (order=2),0,1
402,High-Order False Beliefs (order=2),0,1
403,High-Order False Beliefs (order=3),1,1
404,High-Order False Beliefs (order=1),0,0
405,High-Order False Beliefs (order=1),1,1
406,High-Order False Beliefs (order=3),1,1
407,High-Order False Beliefs (order=3),0,0
408,High-Order False Beliefs (order=1),1,0
409,High-Order False Beliefs (order=3),1,1
410,High-Order False Beliefs (order=0),0,0
411,High-Order False Beliefs (order=2),1,1
412,High-Order False Beliefs (order=2),0,0
413,High-Order False Beliefs (order=1),1,1
414,High-Order False Beliefs (order=2),1,1
415,High-Order False Beliefs (order=4),1,1
416,High-Order False Beliefs (order=3),1,1
417,High-Order False Beliefs (order=2),1,1
418,High-Order False Beliefs (order=3),1,1
419,High-Order False Beliefs (order=4),1,1
420,High-Order False Beliefs (order=2),1,1
421,High-Order False Beliefs (order=0),1,0
422,High-Order False Beliefs (order=3),0,1
423,High-Order False Beliefs (order=4),0,0
424,High-Order False Beliefs (order=3),1,1
425,High-Order False Beliefs (order=1),1,1
426,High-Order False Beliefs (order=4),1,1
427,High-Order False Beliefs (order=3),1,0
428,High-Order False Beliefs (order=4),1,1
429,High-Order False Beliefs (order=0),1,1
430,High-Order False Beliefs (order=4),1,1
431,High-Order False Beliefs (order=3),0,0
432,High-Order False Beliefs (order=2),1,1
433,High-Order False Beliefs (order=1),1,0
434,High-Order False Beliefs (order=2),1,1
435,High-Order False Beliefs (order=2),0,0
436,High-Order False Beliefs (order=3),0,1
437,High-Order False Beliefs (order=4),0,0
438,High-Order False Beliefs (order=1),0,0
439,High-Order False Beliefs (order=1),1,1
440,High-Order False Beliefs (order=4),1,1
441,High-Order False Beliefs (order=2),1,1
442,High-Order False Beliefs (order=2),0,0
443,High-Order False Beliefs (order=1),1,0
444,High-Order False Beliefs (order=0),0,0
445,High-Order False Beliefs (order=2),0,0
446,High-Order False Beliefs (order=4),0,1
447,High-Order False Beliefs (order=3),0,0
448,High-Order False Beliefs (order=2),0,0
449,High-Order False Beliefs (order=0),0,0
450,High-Order False Beliefs (order=0),1,1
451,High-Order False Beliefs (order=4),0,0
452,High-Order False Beliefs (order=3),1,1
453,High-Order False Beliefs (order=4),0,0
454,High-Order False Beliefs (order=1),1,1
455,High-Order False Beliefs (order=0),0,0
456,High-Order False Beliefs (order=1),1,1
457,High-Order False Beliefs (order=2),1,1
458,High-Order False Beliefs (order=0),1,0
459,High-Order False Beliefs (order=1),0,1
460,High-Order False Beliefs (order=4),0,0
461,High-Order False Beliefs (order=1),1,1
462,High-Order False Beliefs (order=3),0,0
463,High-Order False Beliefs (order=4),1,1
464,High-Order False Beliefs (order=0),1,1
465,High-Order False Beliefs (order=1),1,1
466,High-Order False Beliefs (order=3),1,1
467,High-Order False Beliefs (order=3),0,0
468,High-Order False Beliefs (order=3),1,0
469,High-Order False Beliefs (order=2),1,1
470,High-Order False Beliefs (order=2),1,1
471,High-Order False Beliefs (order=1),1,1
472,High-Order False Beliefs (order=0),1,0
473,High-Order False Beliefs (order=4),0,0
474,High-Order False Beliefs (order=3),1,0
475,High-Order False Beliefs (order=1),1,1
476,High-Order False Beliefs (order=1),1,1
477,High-Order False Beliefs (order=1),1,0
478,High-Order False Beliefs (order=3),1,1
479,High-Order False Beliefs (order=4),0,1
480,High-Order False Beliefs (order=4),1,1
481,High-Order False Beliefs (order=2),1,1
482,High-Order False Beliefs (order=2),1,1
483,High-Order False Beliefs (order=4),0,0
484,High-Order False Beliefs (order=0),0,0
485,High-Order False Beliefs (order=2),1,1
486,High-Order False Beliefs (order=2),0,0
487,High-Order False Beliefs (order=3),0,0
488,High-Order False Beliefs (order=2),0,0
489,High-Order False Beliefs (order=1),0,0
490,High-Order False Beliefs (order=1),0,0
491,High-Order False Beliefs (order=4),0,1
492,High-Order False Beliefs (order=4),1,1
493,High-Order False Beliefs (order=4),1,1
494,High-Order False Beliefs (order=1),1,1
495,High-Order False Beliefs (order=3),0,0
496,High-Order False Beliefs (order=0),0,0
497,High-Order False Beliefs (order=0),0,0
498,High-Order False Beliefs (order=3),0,1
499,High-Order False Beliefs (order=1),1,0
500,High-Order False Beliefs (order=2),0,0
501,High-Order False Beliefs (order=4),0,0
502,High-Order False Beliefs (order=0),0,0
503,High-Order False Beliefs (order=3),0,1
504,High-Order False Beliefs (order=4),1,0
505,High-Order False Beliefs (order=1),1,1
506,High-Order False Beliefs (order=4),1,0
507,High-Order False Beliefs (order=2),1,1
508,High-Order False Beliefs (order=0),1,0
509,High-Order False Beliefs (order=0),1,1
510,High-Order False Beliefs (order=1),0,0
511,High-Order False Beliefs (order=1),1,0
512,High-Order False Beliefs (order=3),0,0
513,High-Order False Beliefs (order=0),0,0
514,High-Order False Beliefs (order=0),1,0
515,High-Order False Beliefs (order=2),1,1
516,High-Order False Beliefs (order=0),1,1
517,High-Order False Beliefs (order=2),1,1
518,High-Order False Beliefs (order=4),0,0
519,High-Order False Beliefs (order=0),1,0
520,High-Order False Beliefs (order=1),1,0
521,High-Order False Beliefs (order=4),0,0
522,High-Order False Beliefs (order=3),1,1
523,High-Order False Beliefs (order=1),1,1
524,High-Order False Beliefs (order=2),0,1
525,High-Order False Beliefs (order=4),1,1
526,High-Order False Beliefs (order=1),1,1
527,High-Order False Beliefs (order=4),1,0
528,High-Order False Beliefs (order=0),1,1
529,High-Order False Beliefs (order=0),0,1
530,High-Order False Beliefs (order=3),0,1
531,High-Order False Beliefs (order=0),0,0
532,High-Order False Beliefs (order=0),1,1
533,High-Order False Beliefs (order=4),0,0
534,High-Order False Beliefs (order=3),1,1
535,High-Order False Beliefs (order=4),0,0
536,High-Order False Beliefs (order=3),0,1
537,High-Order False Beliefs (order=1),0,0
538,High-Order False Beliefs (order=1),0,0
539,High-Order False Beliefs (order=2),0,1
540,High-Order False Beliefs (order=4),0,0
541,High-Order False Beliefs (order=2),1,1
542,High-Order False Beliefs (order=0),1,1
543,High-Order False Beliefs (order=0),0,1
544,High-Order False Beliefs (order=0),1,1
545,High-Order False Beliefs (order=3),1,1
546,High-Order False Beliefs (order=4),0,0
547,High-Order False Beliefs (order=4),1,1
548,High-Order False Beliefs (order=1),1,1
549,High-Order False Beliefs (order=2),0,1
550,High-Order False Beliefs (order=4),0,0
551,High-Order False Beliefs (order=2),1,0
552,High-Order False Beliefs (order=2),1,1
553,High-Order False Beliefs (order=3),1,1
554,High-Order False Beliefs (order=0),1,1
555,High-Order False Beliefs (order=1),0,1
556,High-Order False Beliefs (order=0),1,1
557,High-Order False Beliefs (order=2),0,0
558,High-Order False Beliefs (order=3),0,0
559,High-Order False Beliefs (order=2),1,1
560,High-Order False Beliefs (order=2),0,1
561,High-Order False Beliefs (order=4),1,1
562,High-Order False Beliefs (order=1),1,1
563,High-Order False Beliefs (order=1),0,1
564,High-Order False Beliefs (order=2),1,1
565,High-Order False Beliefs (order=1),1,0
566,High-Order False Beliefs (order=4),1,1
567,High-Order False Beliefs (order=4),0,0
568,High-Order False Beliefs (order=2),0,0
569,High-Order False Beliefs (order=0),0,0
570,High-Order False Beliefs (order=1),1,1
571,High-Order False Beliefs (order=2),0,0
572,High-Order False Beliefs (order=4),0,1
573,High-Order False Beliefs (order=0),1,1
574,High-Order False Beliefs (order=1),0,0
575,High-Order False Beliefs (order=0),1,0
576,High-Order False Beliefs (order=4),1,1
577,High-Order False Beliefs (order=4),1,0
578,High-Order False Beliefs (order=1),0,1
579,High-Order False Beliefs (order=3),0,0
580,High-Order False Beliefs (order=0),1,1
581,High-Order False Beliefs (order=3),1,1
582,High-Order False Beliefs (order=3),1,0
583,High-Order False Beliefs (order=1),1,1
584,High-Order False Beliefs (order=3),1,1
585,High-Order False Beliefs (order=1),1,1
586,High-Order False Beliefs (order=0),1,0
587,High-Order False Beliefs (order=0),1,0
588,High-Order False Beliefs (order=3),1,0
589,High-Order False Beliefs (order=4),0,0
590,High-Order False Beliefs (order=1),1,1
591,High-Order False Beliefs (order=3),0,1
592,High-Order False Beliefs (order=0),1,0
593,High-Order False Beliefs (order=1),1,1
594,High-Order False Beliefs (order=2),0,1
595,High-Order False Beliefs (order=2),1,1
596,High-Order False Beliefs (order=3),0,0
597,High-Order False Beliefs (order=2),0,0
598,High-Order False Beliefs (order=1),1,1
599,High-Order False Beliefs (order=3),1,1
600,High-Order False Beliefs (order=2),0,0
601,High-Order False Beliefs (order=0),0,1
602,High-Order False Beliefs (order=1),0,0
603,High-Order False Beliefs (order=4),1,1
604,High-Order False Beliefs (order=3),1,0
605,High-Order False Beliefs (order=4),0,0
606,High-Order False Beliefs (order=2),1,0
607,High-Order False Beliefs (order=3),1,1
608,High-Order False Beliefs (order=1),1,0
609,High-Order False Beliefs (order=1),1,1
610,High-Order False Beliefs (order=1),1,1
611,High-Order False Beliefs (order=2),0,0
612,High-Order False Beliefs (order=4),0,1
613,High-Order False Beliefs (order=4),1,1
614,High-Order False Beliefs (order=0),1,1
615,High-Order False Beliefs (order=2),1,1
616,High-Order False Beliefs (order=2),0,0
617,High-Order False Beliefs (order=1),1,1
618,High-Order False Beliefs (order=4),1,1
619,High-Order False Beliefs (order=2),1,1
620,High-Order False Beliefs (order=0),1,1
621,High-Order False Beliefs (order=1),0,0
622,High-Order False Beliefs (order=0),1,1
623,High-Order False Beliefs (order=0),1,1
624,High-Order False Beliefs (order=4),0,0
625,High-Order False Beliefs (order=0),0,0
626,High-Order False Beliefs (order=3),1,1
627,High-Order False Beliefs (order=1),1,1
628,High-Order False Beliefs (order=3),0,0
629,High-Order False Beliefs (order=0),1,1
630,High-Order False Beliefs (order=1),1,1
631,High-Order False Beliefs (order=4),1,0
632,High-Order False Beliefs (order=1),1,1
633,High-Order False Beliefs (order=4),1,0
634,High-Order False Beliefs (order=0),0,0
635,High-Order False Beliefs (order=3),0,1
636,High-Order False Beliefs (order=3),0,0
637,High-Order False Beliefs (order=0),1,0
638,High-Order False Beliefs (order=1),1,1
639,High-Order False Beliefs (order=3),1,1
640,High-Order False Beliefs (order=4),1,0
641,High-Order False Beliefs (order=1),1,1
642,High-Order False Beliefs (order=4),1,0
643,High-Order False Beliefs (order=1),1,1
644,High-Order False Beliefs (order=3),1,1
645,High-Order False Beliefs (order=0),0,1
646,High-Order False Beliefs (order=2),1,0
647,High-Order False Beliefs (order=1),0,0
648,High-Order False Beliefs (order=3),1,1
649,High-Order False Beliefs (order=2),1,1
650,High-Order False Beliefs (order=0),1,1
651,High-Order False Beliefs (order=3),0,1
652,High-Order False Beliefs (order=2),0,0
653,High-Order False Beliefs (order=3),0,1
654,High-Order False Beliefs (order=1),1,1
655,High-Order False Beliefs (order=0),1,1
656,High-Order False Beliefs (order=2),1,1
657,High-Order False Beliefs (order=4),1,1
658,High-Order False Beliefs (order=1),1,1
659,High-Order False Beliefs (order=1),1,1
660,High-Order False Beliefs (order=3),1,1
661,High-Order False Beliefs (order=2),0,0
662,High-Order False Beliefs (order=1),0,0
663,High-Order False Beliefs (order=3),1,1
