idx,ability,base_correct,tuned_correct
208,Location False Beliefs,1,1
209,Location False Beliefs,1,1
210,Location False Beliefs,1,1
211,Location False Beliefs,0,0
212,Location False Beliefs,1,1
213,Location False Beliefs,1,1
214,Location False Beliefs,1,1
215,Location False Beliefs,1,1
216,Location False Beliefs,1,1
217,Location False Beliefs,1,1
218,Location False Beliefs,1,1
219,Location False Beliefs,1,1
220,Location False Beliefs,1,0
221,Location False Beliefs,1,1
222,Location False Beliefs,0,0
223,Location False Beliefs,1,0
224,Location False Beliefs,1,1
225,Location False Beliefs,1,1
226,Location False Beliefs,0,1
227,Location False Beliefs,1,1
228,Location False Beliefs,1,1
229,Location False Beliefs,1,1
230,Location False Beliefs,1,0
231,Location False Beliefs,1,0
232,Location False Beliefs,1,1
233,Location False Beliefs,1,1
234,Location False Beliefs,1,1
235,Location False Beliefs,1,0
236,Location False Beliefs,1,1
237,Location False Beliefs,1,0
238,Location False Beliefs,1,1
239,Location False Beliefs,0,1
240,Location False Beliefs,0,1
241,Location False Beliefs,1,1
242,Location False Beliefs,1,0
243,Location False Beliefs,1,1
244,Location False Beliefs,1,1
245,Location False Beliefs,1,1
246,Location False Beliefs,1,1
247,Location False Beliefs,1,1
248,Location False Beliefs,1,1
249,Location False Beliefs,1,0
250,Location False Beliefs,0,1
251,Location False Beliefs,1,1
252,Location False Beliefs,0,1
253,Location False Beliefs,1,1
254,Location False Beliefs,1,1
255,Location False Beliefs,1,1
256,Location False Beliefs,1,1
257,Location False Beliefs,0,1
258,Location False Beliefs,1,1
259,Location False Beliefs,1,1
260,Location False Beliefs,1,1
261,Location False Beliefs,0,0
262,Location False Beliefs,1,1
263,Location False Beliefs,0,1
264,Location False Beliefs,1,1
265,Location False Beliefs,0,0
266,Location False Beliefs,1,1
267,Location False Beliefs,1,1
268,Location False Beliefs,1,1
269,Location False Beliefs,1,0
270,Location False Beliefs,1,1
271,Location False Beliefs,0,1
272,Location False Beliefs,0,0
273,Location False Beliefs,1,1
274,Location False Beliefs,0,1
275,Location False Beliefs,1,1
276,Location False Beliefs,1,1
277,Location False Beliefs,0,1
278,Location False Beliefs,0,0
279,Location False Beliefs,0,0
280,Location False Beliefs,1,1
281,Location False Beliefs,1,1
282,Location False Beliefs,1,1
283,Location False Beliefs,1,1
284,Location False Beliefs,1,1
285,Location False Beliefs,1,1
286,Location False Beliefs,1,1
287,Location False Beliefs,1,1
288,Location False Beliefs,0,0
289,Location False Beliefs,0,0
290,Location False Beliefs,0,0
291,Location False Beliefs,1,1
292,Location False Beliefs,1,0
293,Location False Beliefs,1,1
294,Location False Beliefs,0,1
295,Location False Beliefs,1,1
296,Location False Beliefs,0,1
297,Location False Beliefs,1,1
298,Location False Beliefs,0,1
299,Location False Beliefs,0,1
300,Location False Beliefs,1,1
301,Location False Beliefs,1,1
302,Location False Beliefs,1,1
303,Location False Beliefs,0,1
304,Location False Beliefs,1,1
305,Location False Beliefs,1,1
306,Location False Beliefs,1,1
307,Location False Beliefs,1,1
308,Location False Beliefs,1,1
309,Location False Beliefs,1,0
310,Location False Beliefs,1,0
311,Location False Beliefs,1,1
312,Location False Beliefs,1,0
313,Location False Beliefs,1,1
314,Location False Beliefs,0,0
315,Location False Beliefs,1,1
316,Location False Beliefs,1,1
317,Location False Beliefs,1,1
318,Location False Beliefs,0,1
319,Location False Beliefs,0,1
320,Location False Beliefs,1,1
321,Location False Beliefs,1,0
322,Location False Beliefs,1,1
323,Location False Beliefs,0,0
324,Location False Beliefs,1,1
325,Location False Beliefs,0,1
326,Location False Beliefs,1,1
327,Location False Beliefs,1,1
328,Location False Beliefs,1,1
329,Location False Beliefs,1,1
330,Location False Beliefs,1,1
331,Location False Beliefs,1,1
332,Location False Beliefs,1,0
333,Location False Beliefs,1,1
334,Location False Beliefs,1,1
335,Location False Beliefs,1,1
336,Location False Beliefs,1,1
337,Location False Beliefs,0,1
338,Location False Beliefs,1,0
339,Location False Beliefs,1,1
340,Location False Beliefs,1,1
341,Location False Beliefs,1,1
342,Location False Beliefs,0,1
343,Location False Beliefs,0,1
344,Location False Beliefs,0,0
345,Location False Beliefs,1,1
346,Location False Beliefs,0,1
347,Location False Beliefs,1,1
348,Location False Beliefs,0,1
349,Location False Beliefs,1,1
350,Location False Beliefs,1,1
351,Location False Beliefs,0,0
352,Location False Beliefs,0,1
353,Location False Beliefs,1,1
354,Location False Beliefs,1,1
355,Location False Beliefs,1,1
356,Location False Beliefs,1,1
357,Location False Beliefs,1,1
358,Location False Beliefs,0,1
359,Location False Beliefs,1,0
360,Location False Beliefs,1,1
361,Location False Beliefs,0,1
362,Location False Beliefs,1,1
363,Location False Beliefs,0,0
364,Location False Beliefs,1,1
365,Location False Beliefs,1,1
366,Location False Beliefs,1,1
367,Location False Beliefs,1,1
368,Location False Beliefs,1,0
369,Location False Beliefs,1,1
370,Location False Beliefs,1,1
371,Location False Beliefs,1,1
372,Location False Beliefs,1,1
373,Location False Beliefs,1,1
374,Location False Beliefs,1,1
375,Location False Beliefs,1,1
376,Location False Beliefs,1,1
377,Location False Beliefs,1,1
378,Location False Beliefs,1,1
379,Location False Beliefs,1,1
380,Location False Beliefs,0,1
381,Location False Beliefs,1,1
382,Location False Beliefs,1,1
383,Location False Beliefs,0,0
384,Location False Beliefs,1,1
385,Location False Beliefs,1,1
386,Location False Beliefs,1,1
387,Location False Beliefs,1,1
388,Location False Beliefs,1,1
389,Location False Beliefs,1,1
390,Location False Beliefs,0,1
391,Location False Beliefs,0,0
392,Location False Beliefs,1,1
393,Location False Beliefs,1,0
394,Location False Beliefs,1,1
395,Location False Beliefs,1,1
396,Location False Beliefs,1,1
397,Location False Beliefs,0,0
398,Location False Beliefs,0,1
399,Location False Beliefs,0,1
400,Location False Beliefs,1,1
401,Location False Beliefs,1,1
402,Location False Beliefs,1,1
403,Location False Beliefs,1,1
404,Location False Beliefs,0,1
405,Location False Beliefs,0,1
406,Location False Beliefs,1,1
407,Location False Beliefs,1,1
408,Location False Beliefs,1,1
409,Location False Beliefs,1,0
410,Location False Beliefs,1,0
411,Location False Beliefs,1,1
412,Location False Beliefs,1,1
413,Location False Beliefs,1,1
414,Location False Beliefs,1,1
415,Location False Beliefs,0,0
416,Location False Beliefs,1,1
417,Location False Beliefs,1,1
418,Location False Beliefs,1,1
419,Location False Beliefs,1,0
420,Location False Beliefs,1,1
421,Location False Beliefs,0,1
422,Location False Beliefs,1,0
423,Location False Beliefs,1,1
424,Location False Beliefs,1,0
425,Location False Beliefs,1,0
426,Location False Beliefs,1,1
427,Location False Beliefs,1,1
428,Location False Beliefs,1,1
429,Location False Beliefs,1,0
430,Location False Beliefs,0,0
431,Location False Beliefs,1,1
432,Location False Beliefs,1,1
433,Location False Beliefs,1,1
434,Location False Beliefs,1,1
435,Location False Beliefs,0,1
436,Location False Beliefs,1,0
437,Location False Beliefs,1,0
438,Location False Beliefs,1,1
439,Location False Beliefs,1,1
440,Location False Beliefs,1,0
441,Location False Beliefs,1,1
442,Location False Beliefs,0,1
443,Location False Beliefs,0,0
444,Location False Beliefs,1,1
445,Location False Beliefs,1,0
446,Location False Beliefs,1,1
447,Location False Beliefs,1,1
448,Location False Beliefs,1,1
449,Location False Beliefs,1,1
450,Location False Beliefs,1,1
451,Location False Beliefs,1,1
452,Location False Beliefs,1,1
453,Location False Beliefs,1,1
454,Location False Beliefs,1,1
455,Location False Beliefs,1,1
456,Location False Beliefs,0,0
457,Location False Beliefs,1,1
458,Location False Beliefs,1,1
459,Location False Beliefs,1,1
460,Location False Beliefs,1,1
461,Location False Beliefs,1,1
462,Location False Beliefs,1,1
463,Location False Beliefs,1,1
464,Location False Beliefs,1,1
465,Location False Beliefs,1,1
466,Location False Beliefs,1,1
467,Location False Beliefs,1,1
468,Location False Beliefs,1,1
469,Location False Beliefs,1,0
470,Location False Beliefs,0,1
471,Location False Beliefs,0,1
472,Location False Beliefs,1,1
473,Location False Beliefs,1,1
474,Location False Beliefs,1,1
475,Location False Beliefs,1,1
476,Location False Beliefs,1,0
477,Location False Beliefs,0,1
478,Location False Beliefs,0,1
479,Location False Beliefs,1,1
480,Location False Beliefs,1,0
481,Location False Beliefs,1,0
482,Location False Beliefs,1,1
483,Location False Beliefs,1,1
484,Location False Beliefs,1,1
485,Location False Beliefs,1,1
486,Location False Beliefs,1,1
487,Location False Beliefs,1,1
488,Location False Beliefs,1,0
489,Location False Beliefs,0,0
490,Location False Beliefs,0,1
491,Location False Beliefs,1,1
492,Location False Beliefs,1,1
493,Location False Beliefs,1,1
494,Location False Beliefs,1,1
495,Location False Beliefs,1,1
496,Location False Beliefs,1,1
497,Location False Beliefs,1,1
498,Location False Beliefs,0,0
499,Location False Beliefs,1,1
500,Location False Beliefs,1,1
501,Location False Beliefs,1,1
502,Location False Beliefs,1,1
503,Location False Beliefs,1,1
504,Location False Beliefs,1,1
505,Location False Beliefs,0,1
506,Location False Beliefs,1,1
507,Location False Beliefs,0,1
508,Location False Beliefs,1,1
509,Location False Beliefs,1,0
510,Location False Beliefs,1,1
511,Location False Beliefs,0,1
512,Location False Beliefs,0,1
513,Location False Beliefs,1,1
514,Location False Beliefs,1,1
515,Location False Beliefs,1,1
516,Location False Beliefs,1,1
517,Location False Beliefs,1,1
518,Location False Beliefs,1,1
519,Location False Beliefs,1,1
520,Location False Beliefs,1,1
521,Location False Beliefs,1,0
522,Location False Beliefs,1,1
523,Location False Beliefs,1,1
524,Location False Beliefs,1,1
525,Location False Beliefs,1,1
526,Location False Beliefs,1,1
527,Location False Beliefs,1,0
528,Location False Beliefs,1,1
529,Location False Beliefs,0,0
530,Location False Beliefs,0,1
531,Location False Beliefs,1,0
532,Location False Beliefs,1,1
533,Location False Beliefs,0,1
534,Location False Beliefs,1,1
535,Location False Beliefs,1,1
536,Location False Beliefs,0,0
537,Location False Beliefs,0,0
538,Location False Beliefs,0,1
539,Location False Beliefs,0,0
540,Location False Beliefs,1,1
541,Location False Beliefs,1,1
542,Location False Beliefs,1,1
543,Location False Beliefs,1,1
544,Location False Beliefs,1,1
545,Location False Beliefs,1,0
546,Location False Beliefs,1,1
547,Location False Beliefs,1,1
548,Location False Beliefs,0,1
549,Location False Beliefs,1,1
550,Location False Beliefs,1,1
551,Location False Beliefs,0,0
552,Location False Beliefs,1,1
553,Location False Beliefs,1,1
554,Location False Beliefs,1,1
555,Location False Beliefs,0,0
556,Location False Beliefs,1,1
557,Location False Beliefs,1,1
558,Location False Beliefs,1,1
559,Location False Beliefs,0,0
560,Location False Beliefs,1,0
561,Location False Beliefs,1,1
562,Location False Beliefs,0,1
563,Location False Beliefs,1,1
564,Location False Beliefs,1,1
565,Location False Beliefs,1,1
566,Location False Beliefs,1,1
567,Location False Beliefs,1,1
568,Location False Beliefs,1,1
569,Location False Beliefs,1,1
570,Location False Beliefs,1,1
571,Location False Beliefs,1,1
572,Location False Beliefs,1,1
573,Location False Beliefs,1,0
574,Location False Beliefs,1,0
575,Location False Beliefs,1,1
576,Location False Beliefs,1,0
577,Location False Beliefs,1,1
578,Location False Beliefs,0,1
579,Location False Beliefs,0,0
580,Location False Beliefs,1,1
581,Location False Beliefs,1,1
582,Location False Beliefs,1,1
583,Location False Beliefs,1,1
584,Location False Beliefs,1,1
585,Location False Beliefs,1,0
586,Location False Beliefs,1,0
587,Location False Beliefs,0,0
588,Location False Beliefs,1,0
589,Location False Beliefs,1,1
590,Location False Beliefs,1,1
591,Location False Beliefs,1,1
592,Location False Beliefs,1,1
593,Location False Beliefs,1,1
594,Location False Beliefs,0,1
595,Location False Beliefs,1,1
596,Location False Beliefs,1,1
597,Location False Beliefs,0,1
598,Location False Beliefs,1,1
599,Location False Beliefs,1,1
600,Location False Beliefs,0,1
601,Location False Beliefs,1,1
602,Location False Beliefs,0,1
603,Location False Beliefs,1,1
604,Location False Beliefs,1,1
605,Location False Beliefs,1,1
606,Location False Beliefs,0,1
607,Location False Beliefs,1,1
608,Location False Beliefs,1,1
609,Location False Beliefs,0,1
610,Location False Beliefs,1,1
611,Location False Beliefs,1,1
612,Location False Beliefs,1,0
613,Location False Beliefs,1,1
614,Location False Beliefs,0,1
615,Location False Beliefs,1,1
616,Location False Beliefs,1,1
617,Location False Beliefs,1,1
618,Location False Beliefs,0,0
619,Location False Beliefs,1,1
620,Location False Beliefs,0,1
621,Location False Beliefs,1,1
622,Location False Beliefs,1,1
623,Location False Beliefs,1,1
624,Location False Beliefs,1,1
625,Location False Beliefs,0,1
626,Location False Beliefs,1,1
627,Location False Beliefs,1,1
628,Location False Beliefs,1,1
629,Location False Beliefs,1,1
630,Location False Beliefs,1,1
631,Location False Beliefs,1,1
632,Location False Beliefs,1,1
633,Location False Beliefs,1,1
634,Location False Beliefs,1,0
635,Location False Beliefs,1,1
636,Location False Beliefs,1,1
637,Location False Beliefs,1,1
638,Location False Beliefs,1,1
639,Location False Beliefs,1,1
640,Location False Beliefs,1,1
641,Location False Beliefs,1,1
642,Location False Beliefs,1,0
643,Location False Beliefs,1,1
644,Location False Beliefs,1,1
645,Location False Beliefs,1,1
646,Location False Beliefs,1,1
647,Location False Beliefs,1,1
648,Location False Beliefs,1,1
649,Location False Beliefs,0,1
650,Location False Beliefs,1,1
651,Location False Beliefs,1,1
652,Location False Beliefs,1,1
653,Location False Beliefs,0,0
654,Location False Beliefs,1,1
655,Location False Beliefs,1,1
656,Location False Beliefs,1,1
657,Location False Beliefs,1,0
658,Location False Beliefs,1,1
659,Location False Beliefs,0,1
660,Location False Beliefs,1,1
661,Location False Beliefs,1,1
662,Location False Beliefs,1,1
663,Location False Beliefs,1,1
664,Location False Beliefs,1,0
665,Location False Beliefs,1,1
666,Location False Beliefs,1,1
667,Location False Beliefs,1,1
668,Location False Beliefs,0,1
669,Location False Beliefs,1,1
670,Location False Beliefs,0,0
671,Location False Beliefs,1,1
672,Location False Beliefs,1,1
673,Location False Beliefs,1,1
674,Location False Beliefs,1,1
675,Location False Beliefs,0,1
676,Location False Beliefs,0,1
677,Location False Beliefs,1,1
678,Location False Beliefs,1,1
679,Location False Beliefs,1,1
680,Location False Beliefs,1,1
681,Location False Beliefs,1,1
682,Location False Beliefs,0,1
683,Location False Beliefs,0,0
684,Location False Beliefs,1,1
685,Location False Beliefs,0,0
686,Location False Beliefs,1,1
687,Location False Beliefs,0,1
688,Location False Beliefs,1,1
689,Location False Beliefs,1,0
690,Location False Beliefs,1,1
691,Location False Beliefs,1,1
692,Location False Beliefs,1,1
693,Location False Beliefs,1,1
694,Location False Beliefs,1,1
695,Location False Beliefs,0,0
696,Location False Beliefs,1,1
697,Location False Beliefs,0,0
698,Location False Beliefs,1,1
699,Location False Beliefs,1,1
700,Location False Beliefs,1,1
701,Location False Beliefs,0,1
702,Location False Beliefs,0,1
703,Location False Beliefs,0,1
704,Location False Beliefs,1,1
705,Location False Beliefs,1,1
706,Location False Beliefs,1,1
707,Location False Beliefs,1,0
708,Location False Beliefs,1,1
709,Location False Beliefs,1,1
710,Location False Beliefs,1,1
711,Location False Beliefs,1,1
712,Location False Beliefs,1,1
713,Location False Beliefs,1,1
714,Location False Beliefs,1,0
715,Location False Beliefs,1,1
716,Location False Beliefs,1,1
717,Location False Beliefs,1,1
718,Location False Beliefs,0,1
719,Location False Beliefs,0,1
720,Location False Beliefs,1,1
721,Location False Beliefs,1,1
722,Location False Beliefs,1,1
723,Location False Beliefs,1,1
724,Location False Beliefs,1,1
725,Location False Beliefs,1,1
726,Location False Beliefs,1,1
727,Location False Beliefs,0,0
728,Location False Beliefs,1,1
729,Location False Beliefs,1,0
730,Location False Beliefs,1,1
731,Location False Beliefs,1,1
732,Location False Beliefs,1,1
733,Location False Beliefs,1,0
734,Location False Beliefs,1,0
735,Location False Beliefs,0,1
736,Location False Beliefs,1,1
737,Location False Beliefs,0,0
738,Location False Beliefs,0,1
739,Location False Beliefs,0,1
740,Location False Beliefs,0,1
741,Location False Beliefs,0,0
742,Location False Beliefs,1,0
743,Location False Beliefs,1,1
744,Location False Beliefs,0,1
745,Location False Beliefs,1,1
746,Location False Beliefs,1,1
747,Location False Beliefs,1,1
748,Location False Beliefs,1,1
749,Location False Beliefs,0,0
750,Location False Beliefs,0,1
751,Location False Beliefs,1,1
752,Location False Beliefs,1,1
753,Location False Beliefs,1,1
754,Location False Beliefs,0,0
755,Location False Beliefs,1,1
756,Location False Beliefs,0,0
757,Location False Beliefs,1,1
758,Location False Beliefs,1,1
759,Location False Beliefs,1,1
760,Location False Beliefs,0,1
761,Location False Beliefs,0,1
762,Location False Beliefs,1,0
763,Location False Beliefs,1,1
764,Location False Beliefs,1,0
765,Location False Beliefs,1,1
766,Location False Beliefs,0,1
767,Location False Beliefs,1,1
768,Location False Beliefs,1,1
769,Location False Beliefs,1,1
770,Location False Beliefs,1,1
771,Location False Beliefs,1,1
772,Location False Beliefs,1,1
773,Location False Beliefs,1,1
774,Location False Beliefs,1,1
775,Location False Beliefs,1,1
776,Location False Beliefs,1,1
777,Location False Beliefs,1,0
778,Location False Beliefs,1,1
779,Location False Beliefs,1,1
780,Location False Beliefs,0,1
781,Location False Beliefs,1,1
782,Location False Beliefs,1,1
783,Location False Beliefs,0,1
784,Location False Beliefs,1,1
785,Location False Beliefs,1,1
786,Location False Beliefs,1,0
787,Location False Beliefs,1,1
788,Location False Beliefs,1,1
789,Location False Beliefs,1,1
790,Location False Beliefs,1,1
791,Location False Beliefs,1,1
792,Location False Beliefs,0,1
793,Location False Beliefs,1,1
794,Location False Beliefs,1,1
795,Location False Beliefs,0,1
796,Location False Beliefs,0,1
797,Location False Beliefs,1,1
798,Location False Beliefs,1,1
799,Location False Beliefs,1,1
800,Location False Beliefs,1,1
801,Location False Beliefs,1,1
802,Location False Beliefs,1,1
803,Location False Beliefs,1,0
804,Location False Beliefs,0,1
805,Location False Beliefs,0,1
806,Location False Beliefs,1,1
807,Location False Beliefs,1,1
808,Location False Beliefs,0,0
809,Location False Beliefs,1,1
810,Location False Beliefs,1,1
811,Location False Beliefs,0,1
812,Location False Beliefs,0,1
813,Location False Beliefs,0,0
814,Location False Beliefs,0,0
815,Location False Beliefs,1,1
816,Location False Beliefs,1,1
817,Location False Beliefs,1,0
818,Location False Beliefs,1,1
819,Location False Beliefs,1,0
820,Location False Beliefs,1,0
821,Location False Beliefs,0,1
822,Location False Beliefs,1,1
823,Location False Beliefs,1,1
824,Location False Beliefs,0,0
825,Location False Beliefs,1,1
826,Location False Beliefs,1,1
827,Location False Beliefs,1,1
828,Location False Beliefs,0,1
829,Location False Beliefs,1,1
830,Location False Beliefs,1,1
831,Location False Beliefs,0,1
832,Location False Beliefs,1,1
833,Location False Beliefs,1,0
834,Location False Beliefs,0,1
835,Location False Beliefs,1,1
836,Location False Beliefs,0,0
837,Location False Beliefs,0,1
838,Location False Beliefs,1,1
839,Location False Beliefs,0,0
840,Location False Beliefs,1,1
841,Location False Beliefs,1,1
842,Location False Beliefs,1,1
843,Location False Beliefs,1,1
844,Location False Beliefs,0,0
845,Location False Beliefs,0,1
846,Location False Beliefs,1,1
847,Location False Beliefs,1,0
848,Location False Beliefs,0,0
849,Location False Beliefs,1,1
850,Location False Beliefs,1,1
851,Location False Beliefs,1,1
852,Location False Beliefs,0,0
853,Location False Beliefs,0,1
854,Location False Beliefs,0,1
855,Location False Beliefs,1,1
856,Location False Beliefs,1,0
857,Location False Beliefs,1,1
858,Location False Beliefs,1,1
859,Location False Beliefs,1,0
860,Location False Beliefs,1,1
861,Location False Beliefs,1,1
862,Location False Beliefs,1,1
863,Location False Beliefs,1,1
864,Location False Beliefs,1,1
865,Location False Beliefs,0,1
866,Location False Beliefs,0,0
867,Location False Beliefs,1,1
868,Location False Beliefs,1,1
869,Location False Beliefs,1,1
870,Location False Beliefs,1,1
871,Location False Beliefs,0,1
872,Location False Beliefs,0,1
873,Location False Beliefs,1,0
874,Location False Beliefs,1,1
875,Location False Beliefs,1,1
876,Location False Beliefs,0,0
877,Location False Beliefs,1,1
878,Location False Beliefs,0,1
879,Location False Beliefs,0,0
880,Location False Beliefs,1,1
881,Location False Beliefs,1,0
882,Location False Beliefs,1,1
883,Location False Beliefs,0,0
884,Location False Beliefs,1,0
885,Location False Beliefs,0,1
886,Location False Beliefs,1,1
887,Location False Beliefs,0,1
888,Location False Beliefs,0,1
889,Location False Beliefs,1,1
890,Location False Beliefs,1,1
891,Location False Beliefs,1,0
892,Location False Beliefs,0,1
893,Location False Beliefs,1,1
894,Location False Beliefs,0,1
895,Location False Beliefs,1,1
896,Location False Beliefs,0,1
897,Location False Beliefs,1,1
898,Location False Beliefs,0,1
899,Location False Beliefs,1,1
900,Location False Beliefs,1,1
901,Location False Beliefs,1,0
902,Location False Beliefs,1,1
903,Location False Beliefs,0,1
904,Location False Beliefs,1,1
905,Location False Beliefs,1,1
906,Location False Beliefs,0,1
907,Location False Beliefs,1,1
908,Location False Beliefs,1,1
909,Location False Beliefs,1,1
910,Location False Beliefs,1,1
911,Location False Beliefs,0,1
912,Location False Beliefs,1,1
913,Location False Beliefs,1,0
914,Location False Beliefs,0,0
915,Location False Beliefs,1,0
916,Location False Beliefs,1,1
917,Location False Beliefs,1,1
918,Location False Beliefs,1,1
919,Location False Beliefs,1,0
920,Location False Beliefs,1,1
921,Location False Beliefs,0,1
922,Location False Beliefs,1,1
923,Location False Beliefs,1,1
924,Location False Beliefs,1,1
925,Location False Beliefs,1,1
926,Location False Beliefs,1,1
927,Location False Beliefs,1,0
928,Location False Beliefs,1,1
929,Location False Beliefs,1,1
