idx,ability,base_correct,tuned_correct
514,Mixed,0,0
515,Mixed,0,1
516,Mixed,1,0
517,Mixed,1,0
518,Mixed,0,0
519,Mixed,1,1
520,Mixed,0,0
521,Mixed,0,0
522,Mixed,1,1
523,Mixed,1,1
524,Mixed,0,0
525,Mixed,0,0
526,Mixed,0,0
527,Mixed,0,0
528,Mixed,1,1
529,Mixed,1,1
530,Mixed,0,0
531,Mixed,0,1
532,Mixed,1,1
533,Mixed,1,1
534,Mixed,1,1
535,Mixed,0,0
536,Mixed,0,0
537,Mixed,0,1
538,Mixed,1,1
539,Mixed,1,1
540,Mixed,0,0
541,Mixed,0,1
542,Mixed,1,0
543,Mixed,1,1
544,Mixed,1,1
545,Mixed,0,0
546,Mixed,0,1
547,Mixed,0,0
548,Mixed,1,0
549,Mixed,1,1
550,Mixed,0,0
551,Mixed,0,0
552,Mixed,1,1
553,Mixed,1,1
554,Mixed,0,1
555,Mixed,0,1
556,Mixed,1,1
557,Mixed,1,1
558,Mixed,0,0
559,Mixed,1,0
560,Mixed,1,0
561,Mixed,0,0
562,Mixed,0,0
563,Mixed,1,1
564,Mixed,0,0
565,Mixed,1,1
566,Mixed,1,1
567,Mixed,1,0
568,Mixed,1,1
569,Mixed,0,1
570,Mixed,1,1
571,Mixed,1,0
572,Mixed,1,1
573,Mixed,1,0
574,Mixed,0,1
575,Mixed,1,1
576,Mixed,1,1
577,Mixed,0,1
578,Mixed,1,0
579,Mixed,1,1
580,Mixed,1,1
581,Mixed,1,1
582,Mixed,1,1
583,Mixed,1,1
584,Mixed,1,1
585,Mixed,1,0
586,Mixed,0,0
587,Mixed,1,1
588,Mixed,1,1
589,Mixed,0,0
590,Mixed,1,0
591,Mixed,1,0
592,Mixed,1,1
593,Mixed,0,0
594,Mixed,1,1
595,Mixed,1,1
596,Mixed,0,0
597,Mixed,1,1
598,Mixed,0,0
599,Mixed,0,0
600,Mixed,1,1
601,Mixed,1,1
602,Mixed,0,0
603,Mixed,0,0
604,Mixed,1,1
605,Mixed,1,1
606,Mixed,0,0
607,Mixed,1,1
608,Mixed,1,0
609,Mixed,0,0
610,Mixed,0,0
611,Mixed,1,0
612,Mixed,1,1
613,Mixed,0,0
614,Mixed,1,1
615,Mixed,0,0
616,Mixed,1,1
617,Mixed,1,1
618,Mixed,1,0
619,Mixed,1,1
620,Mixed,1,1
621,Mixed,1,1
622,Mixed,0,0
623,Mixed,1,1
624,Mixed,1,1
625,Mixed,1,1
626,Mixed,1,1
627,Mixed,1,1
628,Mixed,1,0
629,Mixed,1,0
630,Mixed,1,1
631,Mixed,1,1
632,Mixed,1,1
633,Mixed,1,1
634,Mixed,1,1
635,Mixed,1,1
636,Mixed,0,0
637,Mixed,1,1
638,Mixed,1,1
639,Mixed,0,0
640,Mixed,1,1
641,Mixed,1,1
642,Mixed,1,1
643,Mixed,0,1
644,Mixed,1,1
645,Mixed,1,1
646,Mixed,1,1
647,Mixed,1,1
648,Mixed,1,1
649,Mixed,0,1
650,Mixed,1,1
651,Mixed,1,1
652,Mixed,0,0
653,Mixed,1,0
654,Mixed,0,0
655,Mixed,0,0
656,Mixed,1,1
657,Mixed,1,1
658,Mixed,1,0
659,Mixed,1,0
660,Mixed,1,1
661,Mixed,1,1
662,Mixed,1,1
663,Mixed,0,0
664,Mixed,0,0
665,Mixed,1,1
666,Mixed,0,0
667,Mixed,1,1
668,Mixed,0,1
669,Mixed,1,0
670,Mixed,1,1
671,Mixed,1,1
672,Mixed,0,0
673,Mixed,1,0
674,Mixed,1,1
675,Mixed,1,1
676,Mixed,0,1
677,Mixed,1,1
678,Mixed,0,0
679,Mixed,0,0
680,Mixed,0,0
681,Mixed,1,1
682,Mixed,0,0
683,Mixed,0,0
684,Mixed,0,0
685,Mixed,1,1
686,Mixed,0,0
687,Mixed,1,1
688,Mixed,0,1
689,Mixed,1,1
690,Mixed,1,1
691,Mixed,1,1
692,Mixed,1,1
693,Mixed,1,0
694,Mixed,0,0
695,Mixed,1,1
696,Mixed,1,1
697,Mixed,1,1
698,Mixed,1,1
699,Mixed,0,0
700,Mixed,1,1
701,Mixed,1,1
702,Mixed,0,1
703,Mixed,1,1
704,Mixed,0,1
705,Mixed,0,1
706,Mixed,1,1
707,Mixed,1,1
708,Mixed,0,0
709,Mixed,1,0
710,Mixed,1,1
711,Mixed,1,1
712,Mixed,1,0
713,Mixed,1,1
714,Mixed,1,1
715,Mixed,1,1
716,Mixed,0,0
717,Mixed,1,1
718,Mixed,1,1
719,Mixed,0,1
720,Mixed,0,0
721,Mixed,0,0
722,Mixed,1,1
723,Mixed,0,1
724,Mixed,1,1
725,Mixed,0,0
726,Mixed,1,1
727,Mixed,1,1
728,Mixed,1,1
729,Mixed,1,1
730,Mixed,1,1
731,Mixed,1,1
732,Mixed,1,0
733,Mixed,1,1
734,Mixed,1,0
735,Mixed,0,0
736,Mixed,1,1
737,Mixed,1,1
738,Mixed,1,1
739,Mixed,1,1
740,Mixed,1,1
741,Mixed,1,0
742,Mixed,1,0
743,Mixed,0,1
744,Mixed,1,1
745,Mixed,0,0
746,Mixed,1,1
747,Mixed,0,1
748,Mixed,1,1
749,Mixed,1,0
750,Mixed,1,1
751,Mixed,1,1
752,Mixed,0,0
753,Mixed,1,1
754,Mixed,0,0
755,Mixed,0,0
756,Mixed,0,0
757,Mixed,1,1
758,Mixed,0,1
759,Mixed,1,1
760,Mixed,1,1
761,Mixed,1,1
762,Mixed,1,0
763,Mixed,1,1
764,Mixed,1,0
765,Mixed,1,1
766,Mixed,1,1
767,Mixed,1,1
768,Mixed,1,1
769,Mixed,1,0
770,Mixed,1,1
771,Mixed,1,1
772,Mixed,0,0
773,Mixed,1,1
774,Mixed,0,0
775,Mixed,0,0
776,Mixed,1,1
777,Mixed,1,1
778,Mixed,1,1
779,Mixed,1,1
780,Mixed,1,1
781,Mixed,1,1
782,Mixed,0,0
783,Mixed,0,1
784,Mixed,0,0
785,Mixed,0,1
786,Mixed,1,1
787,Mixed,1,1
788,Mixed,1,1
789,Mixed,0,1
790,Mixed,1,1
791,Mixed,0,0
792,Mixed,1,1
793,Mixed,1,1
794,Mixed,1,1
795,Mixed,1,1
796,Mixed,1,1
797,Mixed,1,1
798,Mixed,0,1
799,Mixed,0,1
800,Mixed,1,1
801,Mixed,0,0
802,Mixed,0,0
803,Mixed,1,0
804,Mixed,1,1
805,Mixed,1,0
806,Mixed,1,0
807,Mixed,1,1
808,Mixed,1,1
809,Mixed,1,1
810,Mixed,1,1
811,Mixed,1,1
812,Mixed,0,0
813,Mixed,0,0
814,Mixed,0,1
815,Mixed,0,0
816,Mixed,1,1
817,Mixed,0,0
818,Mixed,1,1
819,Mixed,0,0
820,Mixed,1,1
821,Mixed,0,1
822,Mixed,1,1
823,Mixed,1,1
824,Mixed,0,0
825,Mixed,1,0
826,Mixed,1,1
827,Mixed,1,1
828,Mixed,1,1
829,Mixed,1,0
830,Mixed,1,0
831,Mixed,0,0
832,Mixed,1,1
833,Mixed,1,1
834,Mixed,1,1
835,Mixed,0,0
836,Mixed,0,1
837,Mixed,0,0
838,Mixed,1,1
839,Mixed,1,1
840,Mixed,0,0
841,Mixed,1,1
842,Mixed,1,0
843,Mixed,1,1
844,Mixed,0,1
845,Mixed,1,1
846,Mixed,0,1
847,Mixed,1,1
848,Mixed,1,1
849,Mixed,0,1
850,Mixed,1,1
851,Mixed,1,1
852,Mixed,1,0
853,Mixed,1,0
854,Mixed,1,1
855,Mixed,1,0
856,Mixed,1,1
857,Mixed,1,1
858,Mixed,1,0
859,Mixed,1,1
860,Mixed,0,1
861,Mixed,1,1
862,Mixed,0,1
863,Mixed,1,1
864,Mixed,0,0
865,Mixed,0,0
866,Mixed,1,0
867,Mixed,1,1
868,Mixed,1,1
869,Mixed,1,0
870,Mixed,0,1
871,Mixed,1,0
872,Mixed,0,0
873,Mixed,1,1
874,Mixed,1,1
875,Mixed,1,1
876,Mixed,1,1
877,Mixed,1,1
878,Mixed,1,1
879,Mixed,0,1
880,Mixed,0,1
881,Mixed,1,1
882,Mixed,1,1
883,Mixed,1,1
884,Mixed,1,1
885,Mixed,0,0
886,Mixed,1,1
887,Mixed,1,1
888,Mixed,0,0
889,Mixed,1,1
890,Mixed,1,1
891,Mixed,1,0
892,Mixed,1,1
893,Mixed,0,0
894,Mixed,1,0
895,Mixed,1,1
896,Mixed,1,1
897,Mixed,1,1
898,Mixed,0,0
899,Mixed,1,0
900,Mixed,1,1
901,Mixed,1,1
902,Mixed,1,1
903,Mixed,1,1
904,Mixed,1,1
905,Mixed,0,0
906,Mixed,1,1
907,Mixed,0,1
908,Mixed,1,1
909,Mixed,0,1
910,Mixed,0,0
911,Mixed,1,1
912,Mixed,1,1
913,Mixed,1,1
914,Mixed,0,0
915,Mixed,1,1
916,Mixed,0,1
917,Mixed,1,1
918,Mixed,0,1
919,Mixed,0,1
920,Mixed,1,1
921,Mixed,0,0
922,Mixed,1,1
923,Mixed,0,0
924,Mixed,0,0
925,Mixed,1,1
926,Mixed,1,0
927,Mixed,1,0
928,Mixed,1,1
929,Mixed,1,1
930,Mixed,0,0
931,Mixed,1,1
932,Mixed,0,0
933,Mixed,1,1
934,Mixed,0,0
935,Mixed,0,0
936,Mixed,1,1
937,Mixed,0,0
938,Mixed,1,1
939,Mixed,0,0
940,Mixed,1,1
941,Mixed,1,1
942,Mixed,1,1
943,Mixed,0,0
944,Mixed,1,0
945,Mixed,1,1
946,Mixed,1,0
947,Mixed,1,0
948,Mixed,1,0
949,Mixed,0,0
950,Mixed,0,0
951,Mixed,1,0
952,Mixed,0,1
953,Mixed,0,1
954,Mixed,1,1
955,Mixed,0,0
956,Mixed,0,0
957,Mixed,1,1
958,Mixed,1,1
959,Mixed,1,1
960,Mixed,1,1
961,Mixed,1,1
962,Mixed,1,1
963,Mixed,1,1
964,Mixed,1,1
965,Mixed,1,1
966,Mixed,0,0
967,Mixed,0,0
968,Mixed,1,1
969,Mixed,1,1
970,Mixed,1,0
971,Mixed,0,0
972,Mixed,1,1
973,Mixed,1,1
974,Mixed,1,1
975,Mixed,1,1
976,Mixed,1,1
977,Mixed,0,1
978,Mixed,0,0
979,Mixed,1,1
980,Mixed,1,1
981,Mixed,1,1
982,Mixed,0,0
983,Mixed,1,1
984,Mixed,1,0
985,Mixed,1,1
986,Mixed,1,1
987,Mixed,1,1
988,Mixed,0,0
989,Mixed,0,1
990,Mixed,1,1
991,Mixed,1,1
992,Mixed,1,1
993,Mixed,1,1
994,Mixed,0,0
995,Mixed,0,0
996,Mixed,0,0
997,Mixed,1,1
998,Mixed,1,0
999,Mixed,0,0
