item_id,prompt_hash,story_id,source,task,category,ability,answer,pred,raw,correct,n_options,condition,seed,exemplar_seed
5d4ea84d569764f3,eaf179ea0393bb3a,0675d2446af43a9c,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1,,answer_only_3shot,,2
2bed39a53fd46238,11455ba039508e10,0925af0113e6ed95,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,A,[[A]],0,,answer_only_3shot,,2
d768d2f1f51c1cc6,dd1c85e8961f14ac,3326845717e36426,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D,D,[[D]],1,,answer_only_3shot,,2
dd8cebb6f4d1ee18,3b0e33522bc81d5f,f0b620bbf970bdbd,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C,C,[[C]],1,,answer_only_3shot,,2
f2a59473e603eca6,1b61b0b36a716e73,1b0d7ab1c19a50de,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,C,[[C]],0,,answer_only_3shot,,2
c538f54bc8647bf8,56a93b98f8f779af,a68edecbba34ac20,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,C,[[C]],0,,answer_only_3shot,,2
b6ccee2985b301de,d42e9028008ac69f,52f14e458b413c77,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,C,[[C]],0,,answer_only_3shot,,2
a5f2e3b5cfda57c1,7c2ba6c703496593,88b70d2fced69d61,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,C,C,[[C]],1,,answer_only_3shot,,2
366b802a6d730bf0,cc024871f6560d19,9bd3fd247be23a07,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D,D,[[D]],1,,answer_only_3shot,,2
9e2ce9b431240ce8,c2bc95f15892821e,32a36ab960249f4e,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,B,[[B]],1,,answer_only_3shot,,2
1d8ed0e297583cb4,c97d77532fd8a4ce,cc43e41e768ba63b,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C,C,[[C]],1,,answer_only_3shot,,2
5683aae1a3a88a91,ee1b5b9cf792a698,c82db080f4bb4965,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,D,C,[[C]],0,,answer_only_3shot,,2
82778fa01fe4675b,24ea9973fda5421b,f7b5aa4b5051772f,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B,A,[[A]],0,,answer_only_3shot,,2
5ff5e310c195558d,1718eeb6514de04f,1ba39052b924e214,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,C,D,[[D]],0,,answer_only_3shot,,2
004c597f733a0142,c9e83a1d6f10ac6f,7a4310ab5cfff9b1,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,B,B,[[B]],1,,answer_only_3shot,,2
728879fcbe9555af,d73a600552c05946,c4a8b7c6f48c2246,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,C,C,[[C]],1,,answer_only_3shot,,2
867658ff722bc6bd,3428092bd6fdc5c1,26dbdd3ab8485c07,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,D,[[D]],1,,answer_only_3shot,,2
d2ad7e1f742c66c1,5b6bdb567c051701,30073d61f98d5c66,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,A,[[A]],0,,answer_only_3shot,,2
e6adcae501e27c75,58a988322f4b82dd,d6282f5069fcbd73,ToMBench,Multiple Desires,Desire,Desire: Multiple desires,B,B,[[B]],1,,answer_only_3shot,,2
ae5e08607dfde9c8,22c103b6a01f432d,78142ee194e3246a,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,C,[[C]],0,,answer_only_3shot,,2
26f94d2b52e72d1c,70a6a4205354a40e,9f7fdbaee030f1ae,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,C,C,[[C]],1,,answer_only_3shot,,2
5d89a6f9f0278485,1f1c67421fda760e,b955a319d9533a24,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,A,D,[[D]],0,,answer_only_3shot,,2
d0a8486029938731,fdedccebb237cbf1,59b20880aeec9272,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,A,[[A]],0,,answer_only_3shot,,2
79fc533bc05df066,f4151de473af6548,24bc0089ca63ddaf,ToMBench,Multiple Desires,Desire,Desire: Multiple desires,A,A,[[A]],1,,answer_only_3shot,,2
804607d210b363a5,5b61f9d3fd9314b8,ba3a69f7eb5601ad,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,B,B,[[B]],1,,answer_only_3shot,,2
254b664a7cb18c6a,2bfae6a38c9e67f4,1a8be0ac0d4a0bfe,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,C,C,[[C]],1,,answer_only_3shot,,2
bab0abbb4c65a659,9c2f5993ea36e904,89d6436cbbb377c8,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,C,[[C]],0,,answer_only_3shot,,2
73f610e40a5e4dd3,d1846b9e5e02cde4,77970ce5d8c697f4,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,D,A,[[A]],0,,answer_only_3shot,,2
7a177b7f36bb1db3,183e7e6607dee841,21654579439a5d59,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,C,[[C]],1,,answer_only_3shot,,2
febc7c08501f35b4,578f460d85ea87c5,1b484ecb80c5059f,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,C,C,[[C]],1,,answer_only_3shot,,2
a2492a44508a9427,5cdf297e4dfbd741,ae425851321b2961,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,A,A,[[A]],1,,answer_only_3shot,,2
60dd6de5c9012b5f,e5622d479c9b6d85,8e3cbeb3079b3d5f,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,D,A,[[A]],0,,answer_only_3shot,,2
329ddafeeac39932,77ea29206931d1f2,6990f656456426c6,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1,,answer_only_3shot,,2
498ddfbf44fa30a9,c5011fec9fc34a3e,532f29114f0fbaf3,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,A,[[A]],0,,answer_only_3shot,,2
d8f4e248fed443eb,126124dd981e9fbc,ae7e592f19b47331,ToMBench,Prediction of Actions,Intention,Intention: Prediction of actions,D,C,[[C]],0,,answer_only_3shot,,2
0bc7f71bedcdd259,120155fb0151d9fe,46deffeb539e4a2a,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D,B,[[B]],0,,answer_only_3shot,,2
de760bc2683b6a5a,a5b2b515f0c9b46e,2df5a81bb6d4761e,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,C,C,[[C]],1,,answer_only_3shot,,2
42bf069d324b9784,23a0bc28155a47ae,2bdc2314b8a94f12,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,C,[[C]],1,,answer_only_3shot,,2
5d07291d991813d6,d2a2fa6bec61d86b,28d2d60be38ae3af,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,C,[[C]],0,,answer_only_3shot,,2
860e9c34aeae49e1,2f261d637e61f6d8,ba8d8fe5b3ef99e6,ToMBench,Knowledge-Attention Links,Knowledge,Knowledge: Knowledge-attention links,C,B,[[B]],0,,answer_only_3shot,,2
e8a4ebaf9814ed18,bf410175299b625b,cd0d589d938dc4de,ToMBench,Hinting Task Test,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,C,D,[[D]],0,,answer_only_3shot,,2
4404efbd4701fe3f,1d074ed788a54c4e,3c308ef048bd29b3,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,B,[[B]],1,,answer_only_3shot,,2
a05a3a76cd6cd1df,3df64b8edb5bf19f,b99b2243d9873f3f,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,B,[[B]],1,,answer_only_3shot,,2
28ee093ca13e9c03,ced08da18a5c5c04,eb2fc60c2a9ade22,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,B,[[B]],0,,answer_only_3shot,,2
d3748bde0b1eab4a,cd6e46f7e4558fbb,856b38b39da29f9a,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C,C,[[C]],1,,answer_only_3shot,,2
732a641030e26c38,35ad0a3ce4948cb3,6bd8f7818c3ce138,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,B,[[B]],1,,answer_only_3shot,,2
7fd833a9a2f788d3,77e295a83502545e,c2c2daa557f686d4,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,C,A,[[A]],0,,answer_only_3shot,,2
e47361acd08ac2f3,6d3c1cfed323d862,c47dc391e020a880,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,B,[[B]],1,,answer_only_3shot,,2
3da999344002ed4b,b3d6074cec177e1f,fc367b5a2768a34d,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B,B,[[B]],1,,answer_only_3shot,,2
c36025d84a52d0e6,f84feedabd381857,bcba93cd7b4e29c9,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,C,[[C]],1,,answer_only_3shot,,2
261d74f91710df67,45e952f9a3854a14,1198a00c3ecf613f,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,D,D,[[D]],1,,answer_only_3shot,,2
a1cbf352237149a5,c98ae4a2cec611ee,10eec51e3eca97a3,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,B,[[B]],0,,answer_only_3shot,,2
590f53d9d8156fd1,a4ad3d78773619a7,e4ccd627d727e7f9,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,C,[[C]],1,,answer_only_3shot,,2
5b2c1bf19d0ab19a,335022ced7327c53,86b91d247a94dbc8,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,D,D,[[D]],1,,answer_only_3shot,,2
980c0e838fcb0f6b,be7a4f74856885e6,d8cf337a6cbd6f4b,ToMBench,Prediction of Actions,Intention,Intention: Prediction of actions,A,A,[[A]],1,,answer_only_3shot,,2
709cfae6ddbbaad0,e60fd28012d54c82,17908714ec03f3ce,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1,,answer_only_3shot,,2
ba6708c1aee902c0,2b712efebd94ead7,3e94384daa814ada,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,B,B,[[B]],1,,answer_only_3shot,,2
2932e580b6529436,ce70c682cd64fe0b,ca75530ddd3c0f92,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,B,C,[[C]],0,,answer_only_3shot,,2
cf92abe469cab3ac,704423e2f956f9ae,52013cc438f1d8a9,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[[A]],1,,answer_only_3shot,,2
1c224d7bdbf7355c,f9067264530530ff,e27a1f7501d99d9a,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,A,[[A]],1,,answer_only_3shot,,2
a576b54291347133,a08e12e05fcf30aa,b87cb8eeaccaf801,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[[A]],1,,answer_only_3shot,,2
d5b15fe697a84a22,3ddcd3651e9104de,b3791091f0492539,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,A,A,[[A]],1,,answer_only_3shot,,2
03b60d4e11f127f9,8bce93be1892c8b9,b8f9fa2a5863c8f9,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,C,[[C]],0,,answer_only_3shot,,2
8c819af5ac1d6c7c,2bd1ad75ad504156,cb95a3075bc27dfe,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,A,A,[[A]],1,,answer_only_3shot,,2
d25be83d04187df1,267e9a7a3ca80eec,890d31bd0cf4b1a8,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,B,[[B]],0,,answer_only_3shot,,2
7db0062b2bd8b518,594f6808e9491e66,dada9dc84af1061f,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,A,A,[[A]],1,,answer_only_3shot,,2
27906df1aca16a96,3c8612de29fc40fe,60a62f0747a1444f,ToMBench,Knowledge-Attention Links,Knowledge,Knowledge: Knowledge-attention links,A,C,[[C]],0,,answer_only_3shot,,2
67e8656537048f48,0708c15815245ba6,889fcf1ee083d5e6,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,C,D,[[D]],0,,answer_only_3shot,,2
8e72fa4331bfc454,2f948cb5bf728833,a23ad26f2ab7cfc5,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,B,[[B]],0,,answer_only_3shot,,2
aa91c935edeaac64,4cb345f78e2a3186,fafa098a68e63efe,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,C,B,[[B]],0,,answer_only_3shot,,2
ce8628e7da4c23fc,c621077d7c74d826,d68f62b9791cce9a,ToMBench,Knowledge-Pretend Play Links,Knowledge,Knowledge: Knowledge-pretend play links,C,C,[[C]],1,,answer_only_3shot,,2
b42217963d32e7c5,890a15782b858773,621fd005dbc24b8a,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,B,D,[[D]],0,,answer_only_3shot,,2
b42cee5fe8fb7a73,b33b40c8ec5869ac,111446a056ee87ee,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B,B,[[B]],1,,answer_only_3shot,,2
09affa0fa0c55ab8,3e21a2bca642e2e2,7f2ae376879262d4,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C,C,[[C]],1,,answer_only_3shot,,2
6189f5045994b0f4,c0a97ac96c0996b1,a441f9065e27a529,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,B,B,[[B]],1,,answer_only_3shot,,2
06b3443bca426a56,e450f486dffe3236,0ebde7e09ab35fe4,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,A,D,[[D]],0,,answer_only_3shot,,2
ded2ae9fd0f9da11,ebe0aec5694878dd,a51852759de9d81c,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,C,C,[[C]],1,,answer_only_3shot,,2
bbda6aef8da1c3c1,12c53f896cf23663,1f6ba848b58ad9f1,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,A,A,[[A]],1,,answer_only_3shot,,2
c1ffca393ac4c9a9,7cf5e18b8fc5e987,f4eb43a13a63109c,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B,B,[[B]],1,,answer_only_3shot,,2
d1afb6a1177186ab,eb137094507896e0,234cf099100f8056,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1,,answer_only_3shot,,2
71531b232ec1daf6,e8c14c94d56dcfa1,6b6846e3bda29bed,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,A,[[A]],0,,answer_only_3shot,,2
849868c85dc7f8a2,f4fe37ee9d61dd71,83298e947eb6bb8b,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,C,C,[[C]],1,,answer_only_3shot,,2
1bebb1788d7b572a,1ad5ca4aea5567e3,f3a53db3933f2acc,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,B,B,[[B]],1,,answer_only_3shot,,2
9a9d6233dc6bd9a3,b85e16d8a6536e09,c5fb66e7a9f15909,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,A,[[A]],0,,answer_only_3shot,,2
18d4bed89278a428,011386a9c86c34c6,3f2fe7353095bb4b,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B,B,[[B]],1,,answer_only_3shot,,2
5a430f19de833f72,e5129ec2456ad822,05fe8c8949b8d9b6,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,D,C,[[C]],0,,answer_only_3shot,,2
6d85574d1f0470b1,3337bab8e2f0a3d3,535f9aac14edb0cb,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,B,[[B]],0,,answer_only_3shot,,2
0903e5a8ae87682d,187c11d073675347,2ff77fcefefecb28,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,B,[[B]],0,,answer_only_3shot,,2
fc5c7202e6d698f2,f20c10fbb7372fea,38471056910b1c60,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,B,[[B]],1,,answer_only_3shot,,2
f8f4aa7f3f747d05,f5b745b491d9de83,eeead4d6b79c1423,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D,D,[[D]],1,,answer_only_3shot,,2
57d7d5897f88875b,2e5f4fb9719d372e,de532ac01a57ba0c,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D,A,[[A]],0,,answer_only_3shot,,2
593efa60affc940a,7c8e1fc97b63e638,cb4ba94a37d0b6d7,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,B,B,[[B]],1,,answer_only_3shot,,2
b52b308d6bf23439,213944824725d622,c02dff8613c1b83f,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1,,answer_only_3shot,,2
339f04bcf313f934,7ba50d258c9aadd4,6d23546815c0a68c,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B,B,[[B]],1,,answer_only_3shot,,2
df42ae357786e773,0f2d7db970761c03,fbaf577515455271,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B,A,[[A]],0,,answer_only_3shot,,2
68cef30e577404e5,9bee8835210f3b83,7e3eac56c26223dc,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,B,[[B]],1,,answer_only_3shot,,2
bf34a0ecc996163a,9cafa3858b1e3899,d304cdbc953528c9,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,B,B,[[B]],1,,answer_only_3shot,,2
4e430ea5abc33d37,57722f9eb2a14073,c4d312828ad6d1de,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,D,B,[[B]],0,,answer_only_3shot,,2
9f741c2e5bb776a5,cfdb098178cef781,fda5a64045fcc45f,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,A,A,[[A]],1,,answer_only_3shot,,2
16f25660baf7c516,f81a11072e0210cf,ad318a2c50b34b17,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,C,C,[[C]],1,,answer_only_3shot,,2
786bd49b025e41a7,4bc4064851402eb6,17db16b1290210cd,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,C,C,[[C]],1,,answer_only_3shot,,2
9781fe707ef58a5b,3ffba00591c02b96,148e73c6c22bfaca,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[[A]],1,,answer_only_3shot,,2
0b9d7344e26b3b6f,a103a56df1a4dbc6,578d6d4392866030,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,B,B,[[B]],1,,answer_only_3shot,,2
0587ca5b3ad1fe1c,8d49a8cb830b3035,5ca278fb20c2f040,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A,A,[[A]],1,,answer_only_3shot,,2
4131698e83745e59,52d2d92fdc0ec3d3,b4dad71ef31cf9a6,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1,,answer_only_3shot,,2
73e734d28210d2ff,f0bece3c9b07bc12,a207f6537701de15,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1,,answer_only_3shot,,2
2c2a987335245b87,a6b7feabe7e5aaed,7b1f89fccd529702,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,A,[[A]],0,,answer_only_3shot,,2
c1d466032a7268ad,e0e1e3edbba1a8a2,21159f37fea5de88,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on emotions (beliefs),A,A,[[A]],1,,answer_only_3shot,,2
2b15d6821ac3ff0e,6f2eebba0b5f5d08,dc4a9107f253b26a,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,A,A,[[A]],1,,answer_only_3shot,,2
3e17f591620b0ed1,ba36d303d212c9c4,f356027af17a7152,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,A,A,[[A]],1,,answer_only_3shot,,2
79f3477cb4ef1f8e,f9402cd8790b2d60,adaf5fef4b5a1ef3,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A,A,[[A]],1,,answer_only_3shot,,2
89a1c5de0f9fef3b,90869c85536c3a69,15c2bf0824af9af0,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D,D,[[D]],1,,answer_only_3shot,,2
3a42c367b3cd8c22,ca020bd3352525df,180555e2691398d7,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,D,D,[[D]],1,,answer_only_3shot,,2
d46be10cf86a7434,bf7678b83b951d9a,88f5bfec47a1aa5a,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,B,B,[[B]],1,,answer_only_3shot,,2
acefa70c246ffcaf,483b21a80d83ff80,f051013dd9676c43,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,B,[[B]],0,,answer_only_3shot,,2
8cd99e8e06570354,bb18a0cc39d52ccc,023dd0cdede96038,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,A,A,[[A]],1,,answer_only_3shot,,2
60da9d27334f7ca7,b192cba09f071b09,27af36c85b4c96cb,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,C,C,[[C]],1,,answer_only_3shot,,2
f89681f608fd5dd8,29696639e2411d02,6e39570c08678594,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,D,A,[[A]],0,,answer_only_3shot,,2
ba63b0f557c7de5b,71f2c48900e17865,876892b5e721d4d1,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,C,C,[[C]],1,,answer_only_3shot,,2
98722a175f854754,fa278d4626dcc192,ce3975e9985af33e,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,B,[[B]],1,,answer_only_3shot,,2
88cafd7ed6137704,f7d603e96870bbb3,e04785d63c2c7f06,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D,D,[[D]],1,,answer_only_3shot,,2
14864f7fff66d98e,796b846977755a6b,b512b9fc2259f77e,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,B,[[B]],1,,answer_only_3shot,,2
536f5fb362ea7d6c,aa3f0fa745d25399,641e31f56aaf2c13,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,C,C,[[C]],1,,answer_only_3shot,,2
5aaf70902c6b60e8,ae2abd65eeb826d8,cc193df3d661ffea,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,D,D,[[D]],1,,answer_only_3shot,,2
195aa16690bad2fe,4ef79392b08e9c0b,e1b6d4b3cf3aa88e,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,D,[[D]],0,,answer_only_3shot,,2
d22edc19ad6e602e,d1020b95d1cf0c12,8793b62da23e4a2d,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C,C,[[C]],1,,answer_only_3shot,,2
08104d923114e727,28c59f8bfc79ff78,ed9bc56536158ec9,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,B,[[B]],0,,answer_only_3shot,,2
7e3b9f0fe5a93415,fe5ae794162f487c,ca79dc406a708af0,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,B,B,[[B]],1,,answer_only_3shot,,2
49f96ea22d49d51f,e2672f3b2d4bd4a9,ebca817781445afc,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1,,answer_only_3shot,,2
