source,task,category,ability,answer,pred,raw,correct
ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,C,D,[[D]],0
ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,B,A,[[A]],0
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,C,C,"[C]
The story indicates that Mrs. Wu and her family",1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,D,[[D]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,Multiple Desires,Desire,Desire: Multiple desires,A,C,[[C]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,C,[[C]],0
ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,C,C,[[C]],1
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,A,D,[X] [[D]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,A,[[A]],0
ToMBench,Multiple Desires,Desire,Desire: Multiple desires,B,B,[[B]],1
ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,B,B,[[B]],1
ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,C,C,[[C]],1
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,C,"[[C]]
The story states that initially, there were ",0
ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,D,A,[[A]],0
ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,C,[[C]],1
ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,C,C,[[C]],1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,A,A,"[[A]]
[[B]]
[[C]]
[[D]]
",1
ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,D,A,[X] [[A]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,A,"[[A]]
The solution is derived from deductive reasoning based",0
ToMBench,Prediction of Actions,Intention,Intention: Prediction of actions,B,C,[[C]],0
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D,B,"[[B]]
The story clearly states that Xiao Ming opens the",0
ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,C,C,[[C]],1
ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,C,[[C]],1
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,B,"[[B]]
The story suggests that Zhang Meng feels betrayed because",1
ToMBench,Knowledge-Attention Links,Knowledge,Knowledge: Knowledge-attention links,C,C,[[C]],1
ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,D,A,"[[A]]
It seems unlikely that Anming's mother would",0
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,B,[[B]],1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,B,"[[B]]
The story states that Xiao Bei moved the jacket",1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,B,[[B]],0
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C,C,[[C]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,D,[[D]],0
ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,C,A,[[A]],0
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,B,[X] [[B]],1
ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B,B,[[B]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,C,[[C]],1
ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,D,A,"[X]
[[A]]
[[D]]",0
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,D,[[D]],0
ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,D,[X] [[D]],0
ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,D,D,[[D]],1
ToMBench,Prediction of Actions,Intention,Intention: Prediction of actions,D,B,[[B]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,B,B,[[B]],1
ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,B,C,[[C]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[[A]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,A,[[A]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[[A]],1
ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,A,A,[[A]],1
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,C,"[[C]]
The story states that Aunt Li says ""most",0
ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,A,A,[[A]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,B,[[B]],0
ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,A,A,[[A]],1
ToMBench,Knowledge-Attention Links,Knowledge,Knowledge: Knowledge-attention links,C,C,"[[C]]
The story indicates that Xiao Fang can see the",1
ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,C,D,[X] [[D]],0
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,D,[[D]],1
ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,C,B,[[B]],0
ToMBench,Knowledge-Pretend Play Links,Knowledge,Knowledge: Knowledge-pretend play links,C,C,[[C]],1
ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,B,D,[X] [[D]],0
ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B,B,[[B]],1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C,C,"[[C]]
[Xiao Ming] initially saw the box and",1
ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,B,B,[[B]],1
ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,A,D,[X] [[D]],0
ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,C,C,"[[C]]
The story clearly states that the label on the",1
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,A,A,[[A]],1
ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B,B,[[B]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B,A,"[[A]]
Explanation: The total number of letters to be",0
ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,C,C,[[C]],1
ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,B,A,[[A]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,A,[[A]],0
ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B,B,[[B]],1
ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,D,C,[[C]],0
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,A,[[A]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,B,[[B]],0
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,A,"[X] [[A]]
[X] [[B]]",0
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D,D,[X] [[D]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D,A,"[[A]]
The story states that Xiao Bei finds a cup",0
ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,B,B,"[[B]]
The story clearly states that the label on the",1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B,B,[[B]],1
ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B,A,[[A]],0
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,B,[[B]],1
ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,B,B,"[[B]]
Explanation: Xiao Hong acknowledges that Xiao Lan is",1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,D,A,"[[A]]
Explanation: Initially, the sweatshirt was found",0
ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,A,A,[[A]],1
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,C,C,[[C]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,C,C,"[[C]]
The story clearly states that the storage locker's",1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[[A]],1
ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,B,B,[[B]],1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A,A,[[A]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,"[[B]]

The story clearly states that Manager Zhao prefers light",1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,A,[[A]],0
ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on emotions (beliefs),C,C,"[C]
The story focuses on Xiao Li trying to make her",1
ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,A,A,[[A]],1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,A,A,"[[A]]
The story states that Xiao Ming moved the sponge",1
ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A,A,[[A]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D,D,"[[D]]
Explanation: The story states that the storage cabinet",1
ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,D,D,[X] [[D]],1
ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,B,B,[[B]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,B,[[B]],0
ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,A,A,"[[A]]
Explanation: The story states that the briefcase",1
ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,C,C,[[C]],1
ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,D,B,[[B]],0
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,C,C,[[C]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,C,[[C]],0
ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D,C,[[C]],0
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,D,[[D]],0
ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,C,C,[[C]],1
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,D,D,[[D]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,B,[[B]],1
ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C,C,[[C]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,B,[[B]],0
ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,B,B,[[B]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,B,"[[B]]
The story states that ""Xiao Bei and",1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D,D,"[[D]]
The story states that ""Xiao Ming and",1
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,C,[[C]],1
ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,B,B,[[B]],1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,B,[X] [[B]],1
ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,D,D,[[D]],1
ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C,C,[[C]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,B,[[B]],0
ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A,C,[[C]],0
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,A,[[A]],0
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A,B,"[[B]]
The explanation for this answer is as follows:",0
ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,C,C,[[C]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,B,B,[[B]],1
ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,A,A,[[A]],1
ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,B,A,[[A]],0
ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,D,A,[X] [[A]],0
ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,D,B,[[B]],0
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,D,A,"[[A]]
[[B]]
[[C]]
[[D]]
",0
ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,A,A,[[A]],1
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A,C,[[C]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[[A]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[[A]],1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,B,"[[B]]
Explanation: Initially, Xiao Li moved the hat",1
ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,D,C,[[C]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,C,[[C]],1
ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,A,A,[[A]],1
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,B,"[[B]]
The story states that there are 20",0
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,C,"[[C]]
Explanation: Initially, the sales manager believes that",1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D,D,"[[D]]
The story states that ""Han Meimei and",1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[[A]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C,C,[[C]],1
ToMBench,Completion of Failed Actions,Intention,Intention: Completion of failed actions,A,C,[[C]],0
ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C,B,"[[B]]
[[C]]",0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[[A]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,B,B,[[B]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,A,[[A]],0
ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A,A,[X],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[[A]],1
ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,D,B,[B],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,A,[[A]],0
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,B,"[[B]]
The story states that Xiao Hong and Youyou",1
ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,B,B,[[B]],1
ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,D,D,[[D]],1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,B,[X] [[B]],1
ToMBench,Multiple Desires,Desire,Desire: Multiple desires,A,A,[[A]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C,C,"[[C]]
The story explicitly states that the label on the",1
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,B,[[B]],1
ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,D,C,[X] [[C]],0
ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,A,E,[E],0
ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,C,C,[[C]],1
ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,C,C,[[C]],1
ToMBench,Completion of Failed Actions,Intention,Intention: Completion of failed actions,C,C,[[C]],1
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,C,"[[C]]
The explanation for this answer is as follows:",0
ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,A,A,[X] [[A]],1
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B,B,"[[B]]

The story indicates that Mrs. Wang originally hoped",1
ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B,B,[[B]],1
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,C,[[C]],1
ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,D,C,[X] [[C]],0
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,B,[[B]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A,C,[[C]],0
ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,B,B,[[B]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[[A]],1
ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,B,A,[[A]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,B,C,[[C]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,C,C,[[C]],1
ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,A,B,[[B]],0
ToMBench,Knowledge-Pretend Play Links,Knowledge,Knowledge: Knowledge-pretend play links,C,A,[[A]],0
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,B,[[B]],0
ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,B,B,[[B]],1
ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,D,A,[[A]],0
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B,B,[[B]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,C,[[C]],0
ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A,A,[[A]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D,D,[[D]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[X] [[A]],1
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,C,"[[C]]
The explanation for this answer is as follows:
",0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[[A]],1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B,B,[[B]],1
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,B,[[B]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,B,[[B]],0
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,C,[[C]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,B,[[B]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A,A,[X] [[A]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C,C,[[C]],1
ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,D,D,[X] [[D]],1
ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,B,B,[[B]],1
ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C,B,[B],0
ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,B,"[[B]]
[[C]]
[[D]]
[[A]]
",0
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,A,C,[[C]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C,C,[[C]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D,C,[[C]],0
ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C,B,[[B]],0
ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,B,B,[[B]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D,D,[[D]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[[A]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A,A,[X] [[A]],1
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,C,[[C]],0
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,A,A,[[A]],1
ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,A,D,[[D]],0
ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,C,A,[X] [[A]],0
ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B,B,[X] [[B]],1
ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,A,B,[[B]],0
ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,A,B,[[B]],0
ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,D,A,"[[A]]
The story indicates that Sanming receives a document",0
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C,B,[[B]],0
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,C,C,[X] [[C]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,A,A,[[A]],1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,A,"[[A]]
The story clearly states that the handbag originally",1
ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,A,A,[[A]],1
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,C,[[C]],0
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D,C,[[C]],0
ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C,C,[[C]],1
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A,C,[[C]],0
ToMBench,Emotion Regulation,Emotion,Emotion: Emotion regulation,C,C,[[C]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,B,[[B]],1
ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D,D,"[[D]]
The story states that the shop owner believes """,1
ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A,A,[[A]],1
ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B,A,[[A]],0
ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D,D,"[[D]]
The story states that Zhang Wei finds a sweater",1
ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,C,C,[[C]],1
