item_id,prompt_hash,story_id,source,task,category,ability,answer,pred,raw,correct,n_options,marker_found,condition,seed,exemplar_seed
bcf7c43d5802651e,8e83f7c48e854bce,b90f6e694a8ac4a0,OpenToM,attitude,Emotion/Attitude,Attitude,C,C,"Let's reason step by step: Given the context, Holden left the garden to explore a mysterious crawlspace, showing little interest in the tie. Thomas moved the tie to a donation box, thinking it would be appreciated by others. Since Holden didn't show any interest in the tie, his reaction to Thomas's action would likely be negative. 

This leads to the answer: [[C]]",1,,True,rationale_cot_3shot,,1
95e87d67349035f9,233a534b7613e364,ef8eabdcc218a748,OpenToM,location-cg,Belief,Location False Beliefs,A,B,"Based on the story provided, we can infer that Zachary left the study after seeing the grapes, and Beckett moved the grapes to the trash can. Therefore, from Zachary's perspective, the grapes were not in their initial location by the end of the story. The correct answer is B. [[B]]",0,,True,rationale_cot_3shot,,1
8b55910bde75d274,8e773677eea96232,d63515436c0c234f,OpenToM,location-cg,Belief,Location False Beliefs,B,A,"Based on the story, Braxton's reaction suggests he might not appreciate August's gesture. However, the story ends abruptly without further details. Given the context, the most logical inference is that the celery remains in its initial location. Therefore, the answer is A. [[A]]",0,,True,rationale_cot_3shot,,1
7a14c97af05108c0,19078cced6e85da5,9733711c4bd3d12f,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story, Francisco moved the green pepper to his own refrigerator. Therefore, from Francisco's perspective, the green pepper is not in its initial location by the end of the story. The correct answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
2f34eacb383a99d8,938ba925f6b442b1,f2cfa8affb7e1a85,OpenToM,location-cg,Belief,Location False Beliefs,A,B,"Based on the story, we can infer that Theodore moved the bucket to a safe place, so from Katherine's perspective, the strawberry is not in its initial location. Therefore, the answer is B. [[B]]",0,,True,rationale_cot_3shot,,1
3ee53e06f8034a4c,94f7d68abf5cad27,5e59b4b627867849,OpenToM,attitude,Emotion/Attitude,Attitude,B,A,"Let's reason step by step: Given the context, Spencer despises slippers and was likely annoyed by Fabian's action. This points to option A. [[A]]",0,,True,rationale_cot_3shot,,1
ddfea9464adc34a6,f797cdf513542e0b,3a6cab1f061a9f36,OpenToM,attitude,Emotion/Attitude,Attitude,C,C,"Based on the story, Ibrahim's reaction shows he was taken aback by Allison's selfless act and felt a sense of respect for her. This indicates a positive attitude. Therefore, the answer is C. [[C]]",1,,True,rationale_cot_3shot,,1
1e868739c86eca81,89cac44f7c99eda3,7c27e3846cde5249,OpenToM,location-cg,Belief,Location False Beliefs,B,B,[[B]],1,,True,rationale_cot_3shot,,1
ffd86c129fd01fce,b1fc24ae7140ef6f,20f7b03855153d4f,OpenToM,location-cg,Belief,Location False Beliefs,A,A,"Based on the story provided, we can infer that Gideon left the patio without knowing about Marcos's actions. Therefore, from Gideon's perspective, the trousers would still be in their initial location by the end of the story. [[A]]",1,,True,rationale_cot_3shot,,1
acdb14f8cde2ba89,ad2ed0ae3f9ce15a,2c1b7bb33349b577,OpenToM,location-cg,Belief,Location False Beliefs,B,B,[[B]],1,,True,rationale_cot_3shot,,1
a60ca2eb637afaaa,1c32190a5e036141,205e0960bb470378,OpenToM,attitude,Emotion/Attitude,Attitude,C,B,"Let's reason step by step: Given the context, Xavier left the scene without any interaction about Andres's action, indicating he was not aware of it. Since he didn't express any reaction or attitude towards Andres's action, we can assume his attitude is neutral. This points to option B. [[B]]",0,,True,rationale_cot_3shot,,1
37218628c3eb8e7f,13c398c34598b901,f20cd61bdefadcd2,OpenToM,location-cg,Belief,Location False Beliefs,B,B,[[B]],1,,True,rationale_cot_3shot,,1
4a35e77e7ad05093,2907b85dc6714fa9,0b0b9e95b41bf3f6,OpenToM,location-cg,Belief,Location False Beliefs,A,B,"Based on the story, Sophie left the scene without knowing about Colton's actions. Therefore, the orange would still be in its initial location by Sophie's perspective. The answer is B. [[B]]",0,,True,rationale_cot_3shot,,1
0c60e9ebb3981435,31abb59652c92853,4db8536a651cc32c,OpenToM,location-cg,Belief,Location False Beliefs,B,B,[[B]],1,,True,rationale_cot_3shot,,1
2daf8f0501f630cf,f660c8d8e067680c,2ac066941241c0fc,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story, Pedro moved the pumpkin from the wicker basket to the dining table centerpiece. Therefore, from Pedro's perspective, the pumpkin is not in its initial location by the end of the story. The correct answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
5431111c627e0c62,70976797df889811,aaffccfbdd3b7ab9,OpenToM,attitude,Emotion/Attitude,Attitude,A,B,"Let's reason step by step: Based on the story, Camila's reaction to Noel's action is that she left the room without interacting further with the hat. This implies a neutral attitude towards his action. This points to option B. [[B]]",0,,True,rationale_cot_3shot,,1
ec4eba3f623f9abc,2e5ad53d8207fe5d,618bc4fba60b9e99,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story, Paisley moved the box containing the slacks to a pile of clothes meant for donation. Therefore, from Paisley's perspective, the slacks are not in their initial location by the end of the story. The answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
f8a5529a8a1e3114,de91224062f6abe4,d1fb8818e9b49000,OpenToM,attitude,Emotion/Attitude,Attitude,C,A,"Based on the story, Luis's reaction to Kameron's action would be negative because Luis despises radishes and Kameron's action was to keep the radish away from Luis. Therefore, the answer is A. [[A]]",0,,True,rationale_cot_3shot,,1
a57c1a58c23ba57f,1961ce0d5a1410b8,ab07df84ee429b41,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story provided, Brian moved the persimmons from the bathtub to the dining table. Therefore, from Brian's perspective, the persimmons are not in their initial location by the end of the story. The correct answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
39a94c80701ab1d7,75a33f42c411bc86,aa1352074262282c,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story, Kylie moved the belt from the crate to her own closet. Therefore, from Kylie's perspective, the belt is not in its initial location by the end of the story. The correct answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
4ecfbf41a07f5dcf,6a9f9a39904bc34a,b0d3b59be331ed6f,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story, Reid moved the slippers to the trash bin, so from his perspective, the slippers are not in their initial location by the end of the story. The answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
0ba1ebeac381eaac,6be0d21f0efaf782,3c030e36203c7d47,OpenToM,attitude,Emotion/Attitude,Attitude,B,B,"Based on the story, Raymond's reaction to Garrett's action can be inferred as positive because Raymond was excited about the sweatshirt and appreciated Garrett's thoughtful gesture. Therefore, the answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
54a24396fba12acb,103e81b6441034f5,e43793f356cf5f71,OpenToM,location-cg,Belief,Location False Beliefs,B,B,[[B]],1,,True,rationale_cot_3shot,,1
330b73d53ba97012,d5ba176d1d2d55b5,402101e517dc7720,OpenToM,attitude,Emotion/Attitude,Attitude,B,A,"Let's reason step by step: Given the context, Jared's reaction can be inferred based on his shared disdain for watermelon. This points to option A. [[A]]",0,,True,rationale_cot_3shot,,1
e6e831665f1385b2,325835a387680d5f,37dbbc5b574c5948,OpenToM,location-cg,Belief,Location False Beliefs,B,B,[[B]],1,,True,rationale_cot_3shot,,1
716d1793a910a7db,d9cf155e6df90df0,79c73730359fc6f5,OpenToM,location-cg,Belief,Location False Beliefs,B,B,[[B]],1,,True,rationale_cot_3shot,,1
279e2ca551c8d456,c4d79a6d57812466,4514f14f7a31d3da,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story, Andy moved the shirt to the closet, so from Andy's perspective, the shirt is not in its initial location by the end of the story. The correct answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
574b662136f3e5ea,95f4d742ae546da1,90071ffe63fd12b5,OpenToM,location-cg,Belief,Location False Beliefs,A,B,"Based on the story provided, Travis left the crawlspace and was unaware of Jayden's actions. Therefore, from Travis's perspective, the tie is still in its initial location. The correct answer is:

[[B]]",0,,True,rationale_cot_3shot,,1
bf8bcc15d1d3ff1f,4c1a66f62e90f687,0aab5a5e0ba3a2a3,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story, Ariana moved the socks from the container to a nearby shelf. Therefore, from Ariana's perspective, the socks are not in their initial location by the end of the story. The correct answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
987a742c1a518b95,e8ae3e8989faf767,435d2a9427aec5ef,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Let's reason step by step: From Adalynn's perspective, the tie is moved to the entryway storage. Therefore, the correct answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
8ad6c698e60b8512,92c1691a0feaf746,c986ccd644df3b43,OpenToM,location-cg,Belief,Location False Beliefs,B,B,[[B]],1,,True,rationale_cot_3shot,,1
11307e2cc6bcfee8,9bd801d3b504ce15,5b606103b75b877b,OpenToM,attitude,Emotion/Attitude,Attitude,A,B,"Let's reason step by step: Given the context, Messiah finds out about Cash's action, and considering his dislike for peas, his reaction would be negative. This points to option B. [[B]]",0,,True,rationale_cot_3shot,,1
a6f46cfed571d521,8ddeb025a0ef9c89,31f3a322ac3404ca,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story provided, Jay picks up the lettuce and carries it to his own refrigerator, indicating that the lettuce is not in its initial location by the end of the story. Therefore, the answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
68ab524a908b7c74,4b48b2800455191d,f1f5dc13b3df4ecd,OpenToM,attitude,Emotion/Attitude,Attitude,A,B,"Based on the story, Genesis's reaction suggests she is confused and possibly curious about Hugo's actions, but not necessarily negative or positive. Therefore, the most fitting answer is B. [[B]]",0,,True,rationale_cot_3shot,,1
c00e5b1a13a2f281,e0f9df2c9664f95f,492bb509a76dbbe1,OpenToM,attitude,Emotion/Attitude,Attitude,C,B,"Let's reason step by step: I track the character's perspective and emotions in the story. Given Caiden's disdain for underclothes, his reaction to Tanner's action would be negative. This points to option B. [[B]]",0,,True,rationale_cot_3shot,,1
82f09a1c1ec93442,155940bf2f8f7abd,ff802852fd1d3f53,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story, Leonel moved the sweater to his favorite chair or couch, so from his perspective, the sweater is not in its initial location. The answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
584cf2765750f982,d57fd054b9f6621c,ce935f4ca0de1c4e,OpenToM,attitude,Emotion/Attitude,Attitude,C,B,"Based on the story, Andre's reaction was to exit the living room without saying a word, showing he was displeased with Jaxon's actions. This indicates a negative attitude. [[B]]",0,,True,rationale_cot_3shot,,1
d4e8c2e933ee3079,f5e2021f34946a6a,3977c55a00ef3216,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story, we can infer that Emma moved the boots to a donation box, so Jace would not see them in their initial location. Therefore, the answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
e90a842a2899ee57,e7092d96b7f87dd2,dfaa89153a8adcba,OpenToM,attitude,Emotion/Attitude,Attitude,C,A,Let's reason step by step: I track Ivan's reaction to Charles's action. Ivan was aware of Charles's disdain for pumpkins but remained oblivious to the pumpkin's new hiding spot. This implies Ivan's attitude is neutral. [[A]],0,,True,rationale_cot_3shot,,1
40bdddc3bfecbc64,cc04cf9e5885fde6,908654182c9a2441,OpenToM,attitude,Emotion/Attitude,Attitude,B,C,"Based on the story, Elena was watching Desmond's every move and he moved the slippers to the garage because he didn't want to see them. This implies she might be upset or disappointed. However, since the options do not include 'negative' in a neutral way, we can assume her attitude is closest to 'neutral'. [[C]]",0,,True,rationale_cot_3shot,,1
22a5abe5a1669bc8,bd2f7d2d3eb74b73,7701c7aa6259aeac,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story, we can infer that the apple was initially in the bucket. Justin moved it to the trash can. Therefore, from Tucker's perspective, the apple is not in its initial location by the end of the story. The correct answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
95d7f72e4dd9b9a0,fec211760f82e3e2,7ff712e1eb02f871,OpenToM,attitude,Emotion/Attitude,Attitude,A,A,"Let's reason step by step: Reed's reaction to Santiago's action can be inferred from the context provided. Reed dislikes grapes, and Santiago's action of removing them shows a negative attitude towards Reed's enjoyment of grapes. This points to option A. [[A]]",1,,True,rationale_cot_3shot,,1
dd30979718b65f77,971495d879c0e7c1,5af4b53f45e38b78,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story, Victor watched Ruben move the potato to the garbage bin. Therefore, the potato was not in its initial location by the end of the story. The answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
c83b589f40200292,71ef0ec4d8f75337,c3ea1f7ce845d8d0,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story provided, Cora moved the persimmons to her own refrigerator. Therefore, from Cora's perspective, the persimmon is not in its initial location by the end of the story. The answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
5c99e41c7f8253c0,fee19d36172ddc94,d6bb03ee691abc95,OpenToM,location-cg,Belief,Location False Beliefs,B,B,[[B]],1,,True,rationale_cot_3shot,,1
30f8cc428d37361b,e3b111c381da0151,828d565a10cd4041,OpenToM,location-cg,Belief,Location False Beliefs,A,B,"Based on the story, Eva did not witness Benjamin's actions. Therefore, from Eva's perspective, the cabbage remains in its initial location by the end of the story. The answer is B. [[B]]",0,,True,rationale_cot_3shot,,1
ee6b568e9e060deb,3949da9ec52f7210,ae5167ff1787d672,OpenToM,location-cg,Belief,Location False Beliefs,A,B,[[B]],0,,True,rationale_cot_3shot,,1
7956e0d6502ddc77,30e3f83d4ecec914,d8f76edc028b5a92,OpenToM,attitude,Emotion/Attitude,Attitude,C,A,"Let's reason step by step: Given the context, Hayden's reaction to Sebastian's action can be inferred from his behavior and his love for shoes. He left the bathroom without further investigating the shoes' presence, indicating he was not bothered by Sebastian's actions. This suggests a neutral attitude. [[A]]",0,,True,rationale_cot_3shot,,1
5bcd8e710f5caab5,2eeffef2e67c8c6a,4bee8c2ec2d5aa70,OpenToM,location-cg,Belief,Location False Beliefs,B,B,[[B]],1,,True,rationale_cot_3shot,,1
228fd75e7a1a90c5,b272473e30d15907,e61d11146109c296,OpenToM,location-cg,Belief,Location False Beliefs,B,B,[[B]],1,,True,rationale_cot_3shot,,1
82f92c6d2b962d15,29fcbf3de0705f33,f8af9087ecaa5658,OpenToM,attitude,Emotion/Attitude,Attitude,C,B,"Based on the story, Max's reaction is not mentioned directly, but since he left the hall without knowing about Alex's actions, it can be inferred that he would have a negative attitude towards Alex's action. Therefore, the answer is B. [[B]]",0,,True,rationale_cot_3shot,,1
24482b4836867486,931a3c883fd032e2,3398adfcedb31686,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story, Victor moved the grapefruit to the trash can, so from Victor's perspective, the grapefruit is not in its initial location by the end of the story. The answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
5909226e925b001b,4bf04d5d7bf6b14a,aeaa6876d4c10ea2,OpenToM,attitude,Emotion/Attitude,Attitude,B,A,"Based on the story, Bryan's reaction to Adam's action is described as having a ""mischievous grin"" and him ""wondering about his friend's peculiar actions,"" which suggests a mix of amusement and curiosity. However, since the primary emotion isn't clearly stated as either positive or negative, we can lean towards a neutral response. But given the options, the closest fit is:

[[",0,,True,rationale_cot_3shot,,1
7ff4b639566fad03,acfd748744e9e720,b599b2c61e751121,OpenToM,location-cg,Belief,Location False Beliefs,A,B,"Based on the story provided, Cameron left the office without investigating further and went to the bedroom. This implies that by the end of the story, the undershirt is not in its initial location by the office. Therefore, the correct answer is B. [[B]]",0,,True,rationale_cot_3shot,,1
9aa9acb94d29e7a0,ae8912eaaa2a5d5f,11556950c0e692fb,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story provided, Malcolm's perspective is that the carrot is initially in the bathtub. Reagan moved it to the center of the table, so from Malcolm's perspective, the carrot is not in its initial location by the end of the story. Therefore, the answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
ff5305fbea6aeab4,1eef61a11e6ef2e3,49e1540a4d99556c,OpenToM,location-cg,Belief,Location False Beliefs,A,A,"Based on the story provided, Lukas leaves the garage without saying a word, and Dean moves the cabbage to a more prominent spot. Since Lukas is unaware of Dean's action, from his perspective, the cabbage remains in its initial location. Therefore, the answer is A. [[A]]",1,,True,rationale_cot_3shot,,1
2cb24bfc9c9a6580,decd1923da612a42,03e2bc0fa2f900ea,OpenToM,attitude,Emotion/Attitude,Attitude,A,A,"Based on the story, Blake was shocked by Grayson's actions and couldn't bear the thought of Blake enjoying something he despised. Therefore, Blake's attitude towards Grayson's action would be negative. [[A]]",1,,True,rationale_cot_3shot,,1
5eca1b2727471fdd,659f224d9ffd4be3,e7c3a3d157fe3717,OpenToM,location-cg,Belief,Location False Beliefs,A,A,"Based on the story, Sophie left the sunroom before Frank moved the onion. Therefore, from Sophie's perspective, the onion would still be in its initial location. The answer is A. [[A]]",1,,True,rationale_cot_3shot,,1
f4acbbabe8a6bd46,ac5ba3395d86628e,828d565a10cd4041,OpenToM,location-cg,Belief,Location False Beliefs,B,B,"Based on the story, Benjamin moved the cabbage to the kitchen. Therefore, the cabbage is not in its initial location by the end of the story. The answer is B. [[B]]",1,,True,rationale_cot_3shot,,1
